Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk,Inventory_Position,Action,Priority_Score,Target_Level,Recommended_Order_Qty,Days_Until_Stockout
273,North-India,Footwear & Shoes,6608.394,447.59265,1953.961,48212.72,68161.78840292731,10.314425556304505,0.0,1.4137718926235092,OK,0.0,140730.23500000002,72568,10.3
274,North-India,Home Decor,5751.4644,482.2088,2105.0774,42365.33,48975.78085498928,8.515358494471224,0.0,1.156034447388685,MONITOR,0.0,122885.82979999999,73910,8.5
275,North-India,Games & Toys,6703.817,956.75745,4176.715,51103.434,51196.57775568706,7.636929612061976,0.0,1.0018226515988546,MONITOR,2.4,144956.872,93760,7.6
276,North-India,Sports Products,6068.8857,405.79337,1771.4866,44253.688,34857.2242994567,5.743595411122798,0.21233175654669,0.7876682345538455,WATCHLIST,24.7,129218.0863,94361,5.7
277,North-India,Tupperware,6182.692,554.3607,2420.056,45698.9,66425.71658810262,10.743818019923957,0.0,1.453551761379434,OK,0.0,132256.58800000002,65831,10.7
278,North-India,Furniture,6627.9434,442.3477,1931.0641,48326.664,53953.151137830006,8.140255311855542,0.0,1.1164261439157068,MONITOR,0.0,141117.8755,87165,8.1
279,North-India,Pet Care,6207.8345,522.43823,2280.6985,45735.54,56945.26348692463,9.17312852617968,0.0,1.2450987456784075,OK,0.0,132645.223,75700,9.2
280,North-India,Food,5928.5186,608.9567,2658.394,44158.023,41861.23184452927,7.060993645947328,0.0520130072447998,0.9479870021474754,MONITOR,8.0,127157.28460000001,85296,7.1
281,North-India,Clothing & Apparel,6588.1377,425.16016,1856.0321,47972.996,66919.161569771,10.157523212877653,0.0,1.3949339659705846,OK,0.0,140206.92380000002,73288,10.2
282,North-India,Electronics & Gadgets,8834.059,9139.016,39896.277,101734.69,109177.1948938475,12.358667732981663,0.0,1.0731560187960223,MONITOR,0.0,225411.51599999997,116234,12.4
283,North-India,Footwear & Shoes,6200.178,524.57715,2290.0361,45691.28,45739.75863047731,7.377168363215485,0.0,1.00106100399195,MONITOR,2.6,132493.7741,86754,7.4
284,North-India,Home Decor,5746.9043,544.6221,2377.542,42605.87,34827.42561950326,6.060206298970631,0.1825674554835657,0.8174325655010274,WATCHLIST,21.5,123062.5323,88235,6.1
285,North-India,Games & Toys,6192.762,453.68564,1980.5599,45329.895,73961.25082720217,11.943176300751013,0.0,1.6316219313369724,OK,0.0,132028.5619,58067,11.9
286,North-India,Sports Products,8563.599,8765.994,38267.855,98213.05,94394.49594802542,11.022760406628716,0.0388802816782032,0.96111968774033,MONITOR,5.7,218103.434,123709,11.0
287,North-India,Tupperware,6366.2344,549.00433,2396.6726,46960.312,44243.982324283534,6.949788480617089,0.0578431026351553,0.9421569073962612,MONITOR,8.6,136087.595,91844,6.9
288,North-India,Furniture,5830.335,521.72784,2277.5974,43089.94,22715.1283611836,3.8960245875017576,0.4728438326934259,0.5271561845104356,REORDER SOON,52.3,124714.6324,102000,3.9
289,North-India,Pet Care,6576.867,431.5221,1883.8053,47921.875,27037.798539564275,4.111045239130317,0.4357942267583587,0.5642057732416412,REORDER SOON,48.3,139998.0123,112960,4.1
290,North-India,Food,6447.3857,424.58948,1853.5409,46985.24,25195.19118740732,3.9078150734097337,0.4637636817633902,0.5362362986207438,REORDER SOON,51.4,137248.64059999998,112053,3.9
291,North-India,Clothing & Apparel,10535.273,8475.573,37000.023,110746.94,179978.04127595513,17.083376368317932,0.0,1.6251287961180247,OK,0.0,258240.756,78263,17.1
292,North-India,Electronics & Gadgets,9692.608,9145.472,39924.46,107772.72,163689.7322694821,16.888099213403667,0.0,1.5188419877449701,OK,0.0,243469.228,79779,16.9
293,North-India,Footwear & Shoes,10011.435,8678.305,37885.047,107965.086,70429.17719225003,7.034873643493396,0.347667103854103,0.6523328957682675,REORDER SOON,37.6,248125.18199999997,177696,7.0
294,North-India,Home Decor,5030.839,680.2882,2969.7913,38185.664,51061.82969570131,10.149764491313856,0.0,1.3371989471153707,OK,0.0,108617.4103,57556,10.1
295,North-India,Games & Toys,5585.2393,392.41144,1713.068,40809.742,49782.11111218886,8.913156413586908,0.0,1.2198585110434872,OK,0.0,119003.09330000001,69221,8.9
296,North-India,Sports Products,6170.9487,578.877,2527.0815,45723.723,22939.2852032472,3.7173028338390863,0.4983067022844079,0.5016932939438724,REORDER SOON,55.1,132117.0042,109178,3.7
297,North-India,Tupperware,6250.7217,446.16873,1947.7449,45702.797,41115.11803627093,6.577659371697773,0.1003807021105658,0.8996192954289194,MONITOR,13.0,133212.9006,92098,6.6
298,North-India,Furniture,7637.7095,955.85486,4172.7744,57636.74,65648.88197852645,8.595362551240774,0.0,1.1390110193346545,MONITOR,0.0,164564.6739,98916,8.6
299,North-India,Pet Care,6132.927,1186.3842,5179.1475,48109.637,28153.58611118409,4.590562911145208,0.4148036021188317,0.5851963944600972,REORDER SOON,45.7,133970.6145,105817,4.6
300,North-India,Food,6773.689,543.6403,2373.256,49789.082,32270.44917045309,4.764087831304412,0.3518569161367824,0.648143084270023,REORDER SOON,39.3,144620.725,112350,4.8
301,North-India,Clothing & Apparel,6445.633,474.8842,2073.1018,47192.53,85378.1815262631,13.245895943791492,0.0,1.8091460984664967,OK,0.0,137431.3948,52053,13.2
302,North-India,Electronics & Gadgets,4997.1694,804.6934,3512.8806,38493.066,28956.16213063565,5.794512776768431,0.2477564186485769,0.7522435892904881,WATCHLIST,28.2,108453.438,79497,5.8
303,North-India,Footwear & Shoes,6094.0303,720.1215,3143.6829,45801.895,32647.68515371686,5.357322443247572,0.287197931704729,0.712802061000246,WATCHLIST,32.4,131118.31920000003,98471,5.4
304,North-India,Home Decor,6404.4985,463.25208,2022.322,46853.81,20880.007561902305,3.2602095928799986,0.5543583715265451,0.4456416150981597,REORDER NOW,61.4,136516.79049999997,115637,3.3
305,North-India,Games & Toys,6121.088,505.2789,2205.7896,45053.406,45235.01855054426,7.39002924951066,0.0,1.0040310504059173,MONITOR,2.3,130748.6376,85514,7.4
306,North-India,Sports Products,6177.7437,534.5528,2333.5845,45577.793,41636.48077649935,6.739755341046411,0.0864743976294107,0.9135256017442388,MONITOR,11.6,132066.2022,90430,6.7
307,North-India,Tupperware,3188.1448,1097.0391,4789.1123,27106.125,20141.480946395608,6.31761803976665,0.2569398633557689,0.7430601366442311,WATCHLIST,28.8,71740.1531,51599,6.3
308,North-India,Furniture,5907.2446,595.16315,2598.1785,43948.89,60072.7167273051,10.169329442249255,0.0,1.3668767681574006,OK,0.0,126650.31509999999,66578,10.2
309,North-India,Pet Care,6173.2744,581.3152,2537.7253,45750.65,20858.717419066536,3.378874163045647,0.544078212409128,0.4559217720199939,REORDER NOW,60.2,132176.4877,111318,3.4
310,North-India,Food,6159.3247,628.1513,2742.1877,45857.46,51757.61357351823,8.40313119300785,0.0,1.1286628952741438,MONITOR,0.0,132088.0064,80330,8.4
311,North-India,Clothing & Apparel,10031.737,8669.746,37847.688,108069.85,110381.99627104664,11.00327818786371,0.0,1.0213949244034912,MONITOR,0.0,248514.16499999998,138132,11.0
312,North-India,Electronics & Gadgets,5567.5015,751.5279,3280.787,42253.297,28002.97995674083,5.029721165511489,0.3372592903322214,0.6627407077071602,REORDER SOON,37.6,120198.31850000001,92195,5.0
313,North-India,Footwear & Shoes,6275.7554,548.0039,2392.3052,46322.594,26155.14467875382,4.167648853749927,0.435369599122376,0.5646303978303507,REORDER SOON,48.2,134183.1686,108028,4.2
314,North-India,Home Decor,5717.005,600.0962,2619.7136,42638.75,35195.97632418584,6.156366322162569,0.1745542183064504,0.8254457816935497,WATCHLIST,20.7,122676.8186,87481,6.2
315,North-India,Games & Toys,5071.1494,1009.13904,4405.3857,39903.434,73488.0718710617,14.49140340201303,0.0,1.8416478108390795,OK,0.0,110899.5231,37411,14.5
316,North-India,Sports Products,6677.124,477.966,2086.5557,48826.42,32721.631616877632,4.9005577104784654,0.3298376092221557,0.6701624165129787,REORDER SOON,37.0,142306.1597,109585,4.9
317,North-India,Tupperware,6100.809,486.10135,2122.0703,44827.734,53181.43515351944,8.717111851632112,0.0,1.1863511805776183,MONITOR,0.0,130239.05930000001,77058,8.7
318,North-India,Furniture,5811.277,1438.4174,6279.396,46958.332,49524.18908689657,8.522083927268312,0.0,1.0546411462591254,MONITOR,0.0,128316.21299999999,78792,8.5
319,North-India,Pet Care,5904.6445,594.7255,2596.268,43928.78,40779.72675763653,6.906381331138922,0.0716854509220755,0.9283145754932536,MONITOR,10.0,126593.8025,85814,6.9
320,North-India,Food,15240.854,6639.5195,28984.752,135670.73,143761.7251333093,9.432655788333904,0.0,1.0596369985870149,MONITOR,0.0,349042.686,205281,9.4
321,North-India,Clothing & Apparel,6179.7173,589.0092,2571.3135,45829.332,51801.12576473024,8.382442654643299,0.0,1.1303050580080511,MONITOR,0.0,132345.3768,80544,8.4
322,North-India,Electronics & Gadgets,5657.235,673.957,2942.1519,42542.797,59033.58126221739,10.435059298205864,0.0,1.3876281162758854,OK,0.0,121744.0869,62711,10.4
323,North-India,Footwear & Shoes,6189.859,604.58264,2639.299,45968.312,48608.62165014547,7.85294504119349,0.0,1.0574376028892571,MONITOR,0.0,132626.33800000002,84018,7.9
324,North-India,Home Decor,5120.622,1169.2047,5104.151,40948.508,59794.67113908517,11.677227945751527,0.0,1.4602405327951185,OK,0.0,112637.213,52843,11.7
325,North-India,Games & Toys,5777.4155,500.38834,2184.44,42626.35,36674.1165784481,6.347841245774052,0.1396374488049853,0.8603625827322325,MONITOR,17.1,123510.1655,86836,6.3
326,North-India,Sports Products,6165.141,575.3439,2511.6577,45667.645,44476.11724664224,7.214128019037488,0.0260912796540756,0.9739087103493567,MONITOR,5.3,131979.6187,87504,7.2
327,North-India,Tupperware,10857.854,7827.414,34170.496,110175.47,89177.63195890292,8.21319166173791,0.1905854091598506,0.8094145816569053,WATCHLIST,21.5,262185.43,173008,8.2
328,North-India,Furniture,4549.736,769.1374,3357.6611,35205.812,16075.47181649856,3.533275860923529,0.5433858594657186,0.456614147019207,REORDER NOW,59.8,98902.11709999999,82827,3.5
329,North-India,Pet Care,5869.3193,536.88184,2343.752,43428.984,18870.963931551774,3.2151878014211914,0.5654753569964925,0.43452464675553487,REORDER NOW,62.6,125599.4573,106728,3.2
330,North-India,Food,5724.2,497.74225,2172.8887,42242.29,38824.1283746877,6.782454674887237,0.0809179796756497,0.9190819999267962,MONITOR,11.0,122381.0887,83557,6.8
331,North-India,Clothing & Apparel,5855.901,514.3019,2245.1794,43236.484,82549.0869975057,14.096735703785342,0.0,1.9092460662968271,OK,0.0,125219.1004,42670,14.1
332,North-India,Electronics & Gadgets,7279.4,9214.466,40225.652,91181.45,115604.33905457632,15.88102599190287,0.0,1.267849316440749,OK,0.0,193093.052,77489,15.9
333,North-India,Footwear & Shoes,8783.697,425.2747,1856.5322,63342.414,101496.55269491022,11.555105967975123,0.0,1.6023474049301345,OK,0.0,186314.16919999997,84818,11.6
334,North-India,Home Decor,6028.9556,512.93066,2239.1934,44441.883,35531.1674499074,5.893420022514261,0.2005026519732939,0.7994973446536322,WATCHLIST,23.4,128847.26100000001,93316,5.9
335,North-India,Games & Toys,11938.811,1491.2152,6509.8843,90081.555,137496.30176912644,11.516750452591468,0.0,1.5263535556099852,OK,0.0,257224.9153,119729,11.5
336,North-India,Sports Products,11396.24,8117.9053,35438.633,115212.31,148328.47470160347,13.01556229520272,0.0,1.2874359927476802,OK,0.0,274759.673,126431,13.0
337,North-India,Tupperware,6164.2734,573.8435,2505.108,45655.023,28095.9395560308,4.557867174598515,0.3846035454457037,0.6153964604514776,REORDER SOON,42.8,131954.8494,103859,4.6
338,North-India,Furniture,6002.848,504.68192,2203.1836,44223.12,37505.28729774384,6.24791538861634,0.1519077267695514,0.8480922942059229,WATCHLIST,18.3,128262.99160000001,90758,6.2
339,North-India,Pet Care,6062.822,511.29388,2232.048,44671.8,23390.711868629325,3.858056978689103,0.4763875317413427,0.5236124774159385,REORDER SOON,52.7,129551.31,106161,3.9
340,North-India,Food,6630.4,473.1144,2065.376,48478.176,65725.01031533041,9.912676653499824,0.0,1.3557649181217215,OK,0.0,141303.77599999998,75579,9.9
341,North-India,Clothing & Apparel,11102.858,8235.233,35950.824,113670.83,154772.29333237952,13.939860149361229,0.0,1.361583207691714,OK,0.0,269110.842,114339,13.9
342,North-India,Electronics & Gadgets,9679.71,811.9038,3544.3574,71302.33,111418.72442101382,11.510543690941612,0.0,1.5626238921086284,OK,0.0,206818.26739999998,95400,11.5
343,North-India,Footwear & Shoes,6138.5244,573.368,2503.0317,45472.703,41061.29336804189,6.689114614250979,0.0970122612863276,0.9029877411958969,MONITOR,12.6,131412.0441,90351,6.7
344,North-India,Home Decor,7465.573,662.65625,2892.8188,55151.832,59992.11023462245,8.035834394552676,0.0,1.0877627824697182,MONITOR,0.0,159669.8518,99678,8.0
345,North-India,Games & Toys,4973.9233,804.1549,3510.5298,38327.996,39834.2795535242,8.008623541587504,0.0,1.0392998254728527,MONITOR,0.0,107962.91910000001,68129,8.0
346,North-India,Sports Products,6630.6177,473.71417,2067.9941,48482.32,70226.56337119972,10.591255114543351,0.0,1.4484984087230093,OK,0.0,141310.9658,71084,10.6
347,North-India,Tupperware,6181.5947,583.26245,2546.226,45817.39,53270.56811054335,8.617609284807704,0.0,1.162671381118465,MONITOR,0.0,132359.71469999998,79089,8.6
348,North-India,Furniture,7509.9834,1001.3061,4371.1914,56941.074,30651.034327996524,4.081371782309621,0.4617060751217174,0.5382939269462413,REORDER SOON,51.0,162080.8428,131430,4.1
349,North-India,Pet Care,8831.072,2820.3987,12312.421,74129.93,41945.32043082749,4.749742632511332,0.4341648426263051,0.5658351549883763,REORDER SOON,47.5,197764.933,155820,4.7
350,North-India,Food,6204.185,606.0461,2645.6877,46074.984,40998.2116436045,6.608154214680569,0.1101850125455522,0.8898149946965691,MONITOR,14.0,132933.57270000002,91935,6.6
351,North-India,Clothing & Apparel,6231.6562,582.1266,2541.2676,46162.86,67305.16634748862,10.80052615987742,0.0,1.4579938579951202,OK,0.0,133406.0478,66101,10.8
352,North-India,Electronics & Gadgets,6235.9795,587.60657,2565.1904,46217.047,87787.0386533049,14.07750598976238,0.0,1.8994514870953332,OK,0.0,133520.7599,45734,14.1
353,North-India,Footwear & Shoes,5866.485,505.75565,2207.871,43273.266,64608.827984579846,11.013209697168255,0.0,1.4930425631515736,OK,0.0,125404.056,60795,11.0
354,North-India,Home Decor,8831.072,2820.3987,12312.421,74129.93,76735.39158461671,8.689249649027294,0.0,1.0351472284489776,MONITOR,0.0,197764.933,121030,8.7
355,North-India,Games & Toys,7186.2437,388.2002,1694.684,51998.39,82209.75960592298,11.439879244716504,0.0,1.581005865872443,OK,0.0,152605.8017,70396,11.4
356,North-India,Sports Products,6193.4043,602.516,2630.277,45984.105,27754.57432928524,4.481311569356023,0.3964311353594391,0.6035688707931847,REORDER SOON,44.0,132691.7673,104937,4.5
357,North-India,Tupperware,6696.521,328.4506,1433.8477,48309.496,34113.71618080277,5.094244638477526,0.2938507138513457,0.7061492875190163,WATCHLIST,33.2,142060.7887,107947,5.1
358,North-India,Furniture,8406.69,311.93365,1361.7432,60208.574,23079.79521611237,2.745408006771377,0.6166692947708946,0.3833307066218238,REORDER NOW,68.7,177902.23320000002,154822,2.7
359,North-India,Pet Care,6519.263,506.91055,2212.9126,47847.758,37104.67009979878,5.691543515711356,0.2245264606713637,0.7754735362898044,WATCHLIST,25.9,139117.4356,102013,5.7
360,North-India,Food,6389.1855,465.67303,2032.8906,46757.188,50806.585702538585,7.951965916436482,0.0,1.086604816836688,MONITOR,0.0,136205.7861,85399,8.0
361,North-India,Clothing & Apparel,6223.461,577.1614,2519.592,46083.82,71263.0056242587,11.450703449403422,0.0,1.5463780047803914,OK,0.0,133212.27300000002,61949,11.5
362,North-India,Electronics & Gadgets,7998.07,645.873,2819.5518,58806.04,115719.67731602752,14.468450496095912,0.0,1.9678195864919237,OK,0.0,170779.0218,55059,14.5
363,North-India,Footwear & Shoes,8170.106,1026.225,4479.9746,61670.72,69611.15467179577,8.520226669996601,0.0,1.1287553424347205,MONITOR,0.0,176052.20059999998,106441,8.5
364,North-India,Home Decor,4842.6416,906.5536,3957.55,37856.043,43378.15331114759,8.957539475387035,0.0,1.145871302796956,MONITOR,0.0,105653.0236,62275,9.0
365,North-India,Games & Toys,6140.0703,557.94415,2435.6995,45416.19,73250.42357895897,11.929899797700235,0.0,1.6128702909460033,OK,0.0,131377.1758,58127,11.9
366,North-India,Sports Products,6568.5034,457.7501,1998.3032,47977.83,36594.61441228624,5.571225602498474,0.2372598793562784,0.7627400908354179,WATCHLIST,27.3,139936.87459999998,103342,5.6
367,North-India,Tupperware,6328.106,421.4003,1839.6185,46136.36,55006.17545710208,8.692360056958895,0.0,1.1922521728437632,MONITOR,0.0,134729.8445,79724,8.7
368,North-India,Furniture,6223.117,546.68085,2386.5295,45948.35,61988.68504732486,9.961034507246271,0.0,1.3490949086817017,OK,0.0,133071.9865,71083,10.0
369,North-India,Pet Care,6597.6875,477.7668,2085.686,48269.5,55559.92179470093,8.421120550905286,0.0,1.1510357843918195,MONITOR,0.0,140637.1235,85077,8.4
370,North-India,Food,6209.393,610.7783,2666.3464,46132.098,64198.660815971285,10.338959078512149,0.0,1.3916267327787972,OK,0.0,133063.5994,68865,10.3
371,North-India,Clothing & Apparel,6036.595,572.59143,2499.6418,44755.81,57719.610371258605,9.561616824883066,0.0,1.2896562562773104,OK,0.0,129268.13680000001,71549,9.6
372,North-India,Electronics & Gadgets,6262.4814,624.096,2724.4846,46561.855,39597.67193589969,6.323000280589854,0.1495684281208321,0.8504315804406781,MONITOR,18.1,134236.59399999998,94639,6.3
373,North-India,Footwear & Shoes,6202.6,605.62256,2643.8389,46062.04,43613.86941347215,7.031546242994504,0.0531493980478374,0.9468505826809267,MONITOR,8.1,132898.4389,89285,7.0
374,North-India,Home Decor,9899.693,5392.284,23539.959,92837.81,130152.01366577788,13.147075261934658,0.0,1.4019289518546147,OK,0.0,231433.512,101281,13.1
375,North-India,Games & Toys,7533.6304,1051.9481,4592.2686,57327.684,65607.0220224108,8.708553352198221,0.0,1.1444212890653458,MONITOR,0.0,162798.507,97191,8.7
376,North-India,Sports Products,8170.106,1026.225,4479.9746,61670.72,71614.82739224218,8.765471068414964,0.0,1.1612451969466577,MONITOR,0.0,176052.20059999998,104437,8.8
377,North-India,Tupperware,7327.4824,993.2041,4335.8223,55628.195,68975.16279708754,9.413214365574383,0.0,1.239931707241041,OK,0.0,158212.9527,89238,9.4
378,North-India,Furniture,6254.815,494.56265,2159.008,45942.71,37078.67217264228,5.92802065608451,0.1929367811341449,0.8070632353346652,WATCHLIST,22.6,133510.123,96431,5.9
379,North-India,Pet Care,5260.8516,824.9364,3601.2512,40427.21,39723.62200019546,7.550796962862505,0.0174038456027123,0.9825961771835221,MONITOR,4.4,114079.1348,74356,7.6
380,North-India,Food,10251.15,2868.4006,12521.973,84280.03,119891.60808504856,11.695429636335568,0.0,1.4225387447660918,OK,0.0,227796.123,107905,11.7
381,North-India,Clothing & Apparel,6432.053,685.737,2993.5776,48017.95,43343.8294162909,6.73872368835766,0.0973410959548841,0.9026588893588939,MONITOR,12.7,138066.6906,94723,6.7
382,North-India,Electronics & Gadgets,6215.9014,1853.7976,8092.7344,51604.043,67630.41631173744,10.880226746959805,0.0,1.3105642965171826,OK,0.0,138626.66379999998,70996,10.9
383,North-India,Footwear & Shoes,8009.721,657.54083,2870.4875,58938.535,23793.7172530614,2.970604929243984,0.5962960872715506,0.4037039137986955,REORDER NOW,66.1,171074.6285,147281,3.0
384,North-India,Home Decor,7650.2876,1080.6381,4717.514,58269.527,65372.49293542666,8.545102664565741,0.0,1.1218984656495778,MONITOR,0.0,165373.55359999998,100001,8.5
385,North-India,Games & Toys,6633.6035,485.9665,2121.4817,48556.707,82357.97421865909,12.415269321518917,0.0,1.696119430394221,OK,0.0,141427.1552,59069,12.4
386,North-India,Sports Products,6074.6416,577.94867,2523.0288,45045.52,57865.74579879896,9.525787625711928,0.0,1.2846060118475482,OK,0.0,130090.5024,72225,9.5
387,North-India,Tupperware,7934.957,764.8932,3339.133,58883.832,56667.37589220436,7.141484908996099,0.0376411667275552,0.9623588337831743,MONITOR,6.5,169973.23,113306,7.1
388,North-India,Furniture,7186.7324,405.45966,1770.0299,52077.156,74297.68358657522,10.33817307020193,0.0,1.426684736520082,OK,0.0,152691.4103,78394,10.3
389,North-India,Pet Care,7481.4624,326.74722,1426.4116,53796.65,42536.24985499539,5.685552846148084,0.2093141284737606,0.7906858485611165,WATCHLIST,24.4,158537.122,116001,5.7
390,North-India,Food,8824.696,2733.4705,11932.937,73705.81,77881.05975236585,8.825352986809659,0.0,1.0566474983772087,MONITOR,0.0,197251.553,119370,8.8
391,North-India,Clothing & Apparel,5855.869,541.11755,2362.243,43353.33,83890.20489188038,14.325833258447222,0.0,1.9350348610332904,OK,0.0,125335.492,41445,14.3
392,North-India,Electronics & Gadgets,6220.2515,482.58017,2106.6987,45648.46,76814.4712308935,12.34909419097304,0.0,1.6827395980257274,OK,0.0,132731.98020000002,55918,12.3
393,North-India,Footwear & Shoes,6683.5444,459.83057,2007.3854,48792.2,26572.935836991797,3.975874792337319,0.4553855685443202,0.5446144227354331,REORDER SOON,50.4,142361.8178,115789,4.0
394,North-India,Home Decor,7378.9575,352.52393,1538.9396,53191.645,28051.126890338008,3.801502694125818,0.472640352868616,0.5273596424840407,REORDER SOON,52.4,156497.04710000003,128446,3.8
395,North-India,Games & Toys,4621.045,774.86365,3382.6592,35729.973,37882.94903093794,8.197918365088483,0.0,1.060256861401433,MONITOR,0.0,100424.6042,62542,8.2
396,North-India,Sports Products,8179.031,2855.8015,12466.971,69720.19,84153.17594443908,10.288893439343788,0.0,1.2070130036140043,OK,0.0,184226.622,100073,10.3
397,North-India,Tupperware,5209.3584,762.6579,3329.375,39794.883,30623.240696701443,5.878505250452072,0.230472901729909,0.7695270946443401,WATCHLIST,26.4,112725.9014,82103,5.9
398,North-India,Furniture,5416.236,722.1792,3152.6658,41066.316,48180.61745173168,8.89559075276929,0.0,1.1732393393099028,MONITOR,0.0,116893.6218,68713,8.9
399,North-India,Pet Care,6254.213,599.3711,2616.548,46396.04,50235.02729506478,8.032190169024556,0.0,1.0827438569124601,MONITOR,0.0,133955.021,83720,8.0
400,North-India,Food,7647.4893,769.64215,3359.8647,56892.29,57599.31062894005,7.531793597499718,0.0,1.012427354021785,MONITOR,1.4,163957.14,106358,7.5
401,West-India,Clothing & Apparel,6188.572,621.01587,2711.038,46031.043,44235.99846022328,7.148014122122729,0.0389963901045074,0.9610036092430772,MONITOR,6.7,132671.05,88435,7.1
402,West-India,Electronics & Gadgets,6228.7,607.42395,2651.703,46252.605,48927.88816707548,7.85523249359423,0.0,1.057840702530711,MONITOR,0.0,133454.403,84527,7.9
403,West-India,Footwear & Shoes,6726.3286,447.55533,1953.7981,49038.098,58875.290250712416,8.752960736182612,0.0,1.2006030546028197,OK,0.0,143206.6987,84331,8.8
404,West-India,Home Decor,5795.665,508.975,2221.925,42791.582,36453.42901792054,6.289774990829561,0.1481168190673765,0.8518831815547399,MONITOR,17.9,123930.89,87477,6.3
405,West-India,Games & Toys,5788.691,508.7421,2220.9082,42741.742,85202.2257916303,14.71873813942164,0.0,1.9934195894877262,OK,0.0,123783.4192,38581,14.7
406,West-India,Sports Products,6187.4204,608.8175,2657.7864,45969.727,46350.81104234556,7.491136526986869,0.0,1.0082898913527496,MONITOR,1.8,132593.6148,86243,7.5
407,West-India,Tupperware,6221.517,590.81226,2579.1846,46129.805,25975.115260351544,4.17504523177383,0.4369125246396255,0.5630874715458161,REORDER SOON,48.4,133231.0416,107256,4.2
408,West-India,Furniture,5330.958,725.1509,3165.6384,40482.344,58644.79179903819,11.000797926581765,0.0,1.448651090930856,OK,0.0,115115.75639999998,56471,11.0
409,West-India,Pet Care,5833.9663,513.46826,2241.5403,43079.305,23318.404842744734,3.9970071147643513,0.4587098140998811,0.5412901819735656,REORDER SOON,50.8,124754.8326,101436,4.0
410,West-India,Food,5641.2617,610.36914,2664.56,42153.39,37177.44241912494,6.590270806893671,0.1180438425497369,0.881956170526853,MONITOR,14.8,121131.0557,83954,6.6
411,West-India,Clothing & Apparel,7360.9233,333.60492,1456.3488,52982.812,88780.8663123504,12.061104594282453,0.0,1.6756541029258771,OK,0.0,156035.73810000002,67255,12.1
412,West-India,Electronics & Gadgets,7131.17,1420.7391,6202.2217,56120.41,97138.64044901908,13.621697633517952,0.0,1.7308968421474302,OK,0.0,155956.7917,58818,13.6
413,West-India,Footwear & Shoes,9533.863,4412.7646,19263.877,86000.92,35025.098157354696,3.673757124904197,0.5927357824342543,0.40726422644495774,REORDER NOW,64.6,219475.0,184450,3.7
414,West-India,Home Decor,6232.3,607.654,2652.7073,46278.805,40234.05982725623,6.455732408282891,0.1306158380939443,0.8693841560354946,MONITOR,16.1,133531.0073,93297,6.5
415,West-India,Games & Toys,6975.939,393.4695,1717.687,50549.26,47454.766196770506,6.802634947915347,0.06121742270336,0.9387826092166434,MONITOR,9.0,148212.40600000002,100758,6.8
416,West-India,Sports Products,8289.588,251.03056,1095.8712,59122.99,52523.98836139034,6.336139872621612,0.1116147899775971,0.8883851841963734,MONITOR,14.3,175177.2192,122653,6.3
417,West-India,Tupperware,5848.842,517.9761,2261.2192,43203.11,39721.16302239323,6.791286959345695,0.0805948091000515,0.9194051775993263,MONITOR,11.0,125086.9012,85366,6.8
418,West-India,Furniture,5811.573,490.11856,2139.6074,42820.617,23770.66699237351,4.090229272138732,0.444877992106276,0.5551220103244545,REORDER SOON,49.3,124182.6404,100412,4.1
419,West-India,Pet Care,8218.144,2955.4895,12902.158,70429.164,52296.30838288678,6.363518480163052,0.2574623158031781,0.742537684855762,WATCHLIST,28.8,185483.182,133187,6.4
420,West-India,Food,5055.4146,749.5945,3272.347,38660.25,36896.37282949728,7.298387196317148,0.0456250844343406,0.9543749155656593,MONITOR,7.3,109436.0536,72540,7.3
421,West-India,Clothing & Apparel,7300.9624,1572.2966,6863.844,57970.582,106481.68941574664,14.58461002094244,0.0,1.8368228460384723,OK,0.0,160184.05440000002,53702,14.6
422,West-India,Electronics & Gadgets,5057.229,730.95593,3190.9805,38591.582,58905.00004177667,11.64768294974934,0.0,1.526369145524448,OK,0.0,109392.78950000001,50488,11.6
423,West-India,Footwear & Shoes,8803.164,2809.2766,12263.867,73886.016,127287.834978453,14.459327813811605,0.0,1.7227594864291098,OK,0.0,197130.31100000002,69842,14.5
424,West-India,Home Decor,5809.747,531.9214,2322.0972,42990.33,67830.44575287092,11.675283782917315,0.0,1.57780704993125,OK,0.0,124326.78420000001,56496,11.7
425,West-India,Games & Toys,8775.833,2820.1104,12311.162,73741.99,145215.65884060666,16.54722220800367,0.0,1.9692397620488225,OK,0.0,196603.65500000003,51388,16.5
426,West-India,Sports Products,8117.9424,967.0233,4221.5303,61047.13,67137.8617876226,8.27030528447313,0.0,1.0997709767457144,MONITOR,0.0,174698.3207,107560,8.3
427,West-India,Tupperware,6920.191,551.4087,2407.169,50848.504,36136.1114254998,5.221837353023009,0.2893377651361309,0.7106622335536126,WATCHLIST,32.7,147731.18,111595,5.2
428,West-India,Furniture,6124.513,571.4034,2494.4553,45366.05,56022.556256257805,9.147266823807344,0.0,1.2349004653536686,OK,0.0,131109.2283,75087,9.1
429,West-India,Pet Care,5494.5977,1113.9646,4863.0005,43325.184,30122.465584040365,5.482196781010278,0.3047354197851393,0.6952645736955292,REORDER SOON,34.1,120249.5522,90127,5.5
