Date,Store,Store,Sales,Predicted_Sales
2015-06-24,733,733,13405,7308.527255974969
2015-06-24,718,718,6116,6986.070211518166
2015-06-24,735,735,4315,4159.914957669401
2015-06-24,734,734,4258,4911.851889826765
2015-06-24,765,765,7512,7828.939976442464
2015-06-24,764,764,3130,3483.1321019859115
2015-06-24,763,763,4972,5240.068789239786
2015-06-24,762,762,3007,5220.043404778967
2015-06-24,761,761,7220,7230.414342269902
2015-06-24,760,760,7701,6960.2968708297385
2015-06-24,759,759,6476,5531.7441774504005
2015-06-24,758,758,4339,4523.087866152715
2015-06-24,756,756,13702,13813.316422060916
2015-06-24,755,755,8505,7304.928812036121
2015-06-24,754,754,5546,5307.871927871824
2015-06-24,753,753,6334,5257.157196869678
2015-06-24,752,752,3768,5295.477273667114
2015-06-24,751,751,3809,6813.636310812061
2015-06-24,757,757,5622,5874.283626898628
2015-06-24,749,749,3654,5491.5820497143
2015-06-24,736,736,3222,5271.972739891586
2015-06-24,750,750,3706,5512.379993745634
2015-06-24,738,738,7410,6215.624409115116
2015-06-24,739,739,7494,5717.661158292239
2015-06-24,740,740,5331,6203.314523384587
2015-06-24,741,741,5615,6198.7433990842455
2015-06-24,742,742,6650,6187.270816413475
2015-06-24,737,737,5285,5057.091830783101
2015-06-24,744,744,6099,5329.001697917366
2015-06-24,745,745,5772,5854.445549548569
2015-06-24,746,746,4680,5512.379993745634
2015-06-24,747,747,6450,6359.507469270812
2015-06-24,748,748,4325,5408.3410278667625
2015-06-24,766,766,5778,5824.3785278618
2015-06-24,743,743,3226,5512.379993745634
2015-06-25,369,369,4701,5927.173672793491
2015-06-25,370,370,6974,5563.692813572249
2015-06-25,371,371,4578,5486.375816602618
2015-06-25,372,372,7181,5563.692813572249
2015-06-25,373,373,3743,5563.692813572249
2015-06-25,374,374,6116,7008.6340663645715
2015-06-25,377,377,6322,6581.7864469330225
2015-06-25,376,376,5994,7039.879572974593
2015-06-25,378,378,6247,5605.032496417382
2015-06-25,379,379,3384,4852.834727822758
2015-06-25,380,380,12060,7111.954381461077
2015-06-25,368,368,6589,5506.9782543434085
2015-06-25,375,375,6713,7390.707861517041
2015-06-25,367,367,3794,5655.557693535586
2015-06-25,351,351,4921,5553.779459084791
2015-06-25,365,365,3969,5560.802379285017
2015-06-25,381,381,8147,5908.534259730136
2015-06-25,352,352,5631,5553.779459084791
2015-06-25,353,353,6194,5353.749266550699
2015-06-25,354,354,6673,6994.905883241461
2015-06-25,355,355,7103,6476.953344194126
2015-06-25,356,356,4799,5553.779459084791
2015-06-25,366,366,5337,5927.173672793491
2015-06-25,357,357,6438,5995.822918453003
2015-06-25,359,359,4943,5861.704197445241
2015-06-25,360,360,4973,5919.744599780147
2015-06-25,361,361,3934,5553.779459084791
2015-06-25,362,362,7838,7056.290926885795
2015-06-25,363,363,5948,7039.879572974593
2015-06-25,364,364,4278,5265.597652500494
2015-06-25,358,358,7737,7860.178953603391
2015-06-25,382,382,6751,6530.727358211646
2015-06-25,415,415,4583,6345.700317847508
2015-06-25,384,384,8718,7105.136697350864
2015-06-25,281,281,5020,5920.527170338784
2015-06-25,414,414,5070,5563.692813572249
2015-06-25,413,413,6009,7039.476096228148
2015-06-25,412,412,6979,5563.692813572249
2015-06-25,411,411,7067,6594.068083999172
2015-06-25,410,410,4666,5538.683444147467
2015-06-25,409,409,4894,5338.765223072439
2015-06-25,408,408,3260,4681.036529671769
2015-06-25,407,407,2960,5563.692813572249
2015-06-25,406,406,5232,5563.692813572249
2015-06-25,405,405,3334,5338.765223072439
2015-06-25,404,404,4077,5339.045278853753
2015-06-25,403,403,6748,6097.573503682682
2015-06-25,402,402,4025,5563.692813572249
2015-06-25,401,401,6407,5563.692813572249
2015-06-25,400,400,6884,7064.684372869345
2015-06-25,399,399,4304,5563.692813572249
2015-06-25,385,385,4588,5933.954664584745
2015-06-25,386,386,5479,5368.5367957782655
2015-06-25,387,387,7008,7103.344058496058
2015-06-25,388,388,8846,6582.487740238819
2015-06-25,389,389,9357,6727.939565258836
2015-06-25,390,390,8467,7022.432367098849
2015-06-25,383,383,13835,7133.7949532124085
2015-06-25,391,391,4476,5340.122320151091
2015-06-25,393,393,4676,6022.245400563617
2015-06-25,394,394,6445,6567.522249290693
2015-06-25,395,395,3477,4082.56041001968
2015-06-25,396,396,8575,8924.741175357853
2015-06-25,397,397,5060,4468.02370862064
2015-06-25,398,398,3907,4726.259537312433
2015-06-25,392,392,6684,5560.854647671088
2015-06-25,350,350,5559,5553.779459084791
2015-06-25,316,316,8606,5959.130963634055
2015-06-25,348,348,7884,6529.451923188968
2015-06-25,311,311,5211,5788.9512669306
2015-06-25,310,310,7058,5560.802379285017
2015-06-25,309,309,4771,5553.779459084791
2015-06-25,308,308,7155,5364.73467902322
2015-06-25,307,307,2495,2885.9408729604897
2015-06-25,306,306,4418,5553.779459084791
2015-06-25,305,305,3968,5560.802379285017
2015-06-25,304,304,5402,5921.270647682245
2015-06-25,303,303,5245,5234.87716365914
2015-06-25,302,302,2472,5016.42860767394
2015-06-25,301,301,4657,5851.391977045092
2015-06-25,300,300,5896,5928.163166964643
2015-06-25,299,299,5017,5743.900070168228
2015-06-25,298,298,6420,6867.980217214636
2015-06-25,297,297,5621,5626.640200180293
2015-06-25,296,296,5334,5553.779459084791
2015-06-25,295,295,4865,5057.647001513944
2015-06-25,416,416,8675,7418.657367148811
2015-06-25,282,282,3751,4486.63376435902
2015-06-25,283,283,9253,5560.802379285017
2015-06-25,284,284,4117,5217.341510626883
2015-06-25,285,285,3816,5564.654116292787
2015-06-25,286,286,3040,4472.905581235909
2015-06-25,312,312,4014,5207.879379652341
2015-06-25,287,287,6381,5581.7365511968965
2015-06-25,289,289,4459,5916.861452393342
2015-06-25,290,290,5854,5846.126859831386
2015-06-25,291,291,6407,6462.772596293473
2015-06-25,292,292,5247,5550.016715886664
2015-06-25,293,293,5404,5777.594682132173
2015-06-25,294,294,5680,4727.376402910386
2015-06-25,288,288,4066,5277.370103492433
2015-06-25,349,349,7309,6994.905883241461
2015-06-25,313,313,4903,5730.094953224279
2015-06-25,315,315,3735,5225.995914245231
2015-06-25,347,347,3631,5553.779459084791
2015-06-25,346,346,6854,5930.839390738934
2015-06-25,345,345,3581,4490.965680237695
2015-06-25,344,344,7568,6187.377765884303
2015-06-25,343,343,6860,5552.029789574782
2015-06-25,342,342,8583,9528.937183172771
2015-06-25,341,341,5060,7027.761817722898
2015-06-25,340,340,5249,5930.839390738934
2015-06-25,339,339,4939,5560.802379285017
2015-06-25,338,338,5626,5278.581669332604
2015-06-25,337,337,4539,5553.779459084791
2015-06-25,336,336,10374,7423.795134129535
2015-06-25,335,335,12914,11412.432329188092
2015-06-25,334,334,4310,5553.779459084791
2015-06-25,333,333,8015,8317.746916175505
2015-06-25,332,332,3049,3417.215079721847
2015-06-25,331,331,4944,5350.346543842135
2015-06-25,317,317,4174,5553.779459084791
2015-06-25,318,318,6246,5719.219855106437
2015-06-25,319,319,6541,5357.774553005579
2015-06-25,320,320,12698,11865.807188049575
2015-06-25,321,321,4505,5553.779459084791
2015-06-25,322,322,4906,5064.365249223756
2015-06-25,314,314,4251,5553.779459084791
2015-06-25,323,323,6393,5553.779459084791
2015-06-25,325,325,6551,5288.215371949762
2015-06-25,326,326,4277,5553.779459084791
2015-06-25,327,327,6125,6956.743094535964
2015-06-25,328,328,3967,4174.009977444446
2015-06-25,329,329,6142,5352.157603503558
2015-06-25,330,330,2740,5254.63390138576
2015-06-25,324,324,4421,5510.547493435065
2015-06-25,417,417,6130,5338.765223072439
2015-06-25,486,486,3394,5570.715733772477
2015-06-25,419,419,4016,6733.721762804915
2015-06-25,521,521,4075,4182.61435021595
2015-06-25,520,520,3159,5563.692813572249
2015-06-25,519,519,3508,5570.715733772477
2015-06-25,518,518,4053,5563.692813572249
2015-06-25,517,517,4821,5095.676884002383
2015-06-25,516,516,5355,5486.708811022749
2015-06-25,515,515,7637,5563.692813572249
2015-06-25,514,514,5116,5489.545694219349
2015-06-25,513,513,13775,7202.259626268035
2015-06-25,512,512,4988,5492.7803534940285
2015-06-25,511,511,4425,5295.913696234387
2015-06-25,510,510,7014,6174.084514689865
2015-06-25,509,509,4555,5563.692813572249
2015-06-25,508,508,5825,5489.545694219349
2015-06-25,507,507,6761,5563.692813572249
2015-06-25,506,506,5437,5536.825093278219
2015-06-25,505,505,3992,5400.966902410636
2015-06-25,491,491,4756,5563.692813572249
2015-06-25,492,492,6886,5753.45345332709
2015-06-25,493,493,6876,5541.081807692984
2015-06-25,494,494,6107,7008.6340663645715
2015-06-25,495,495,4044,5563.692813572249
2015-06-25,496,496,5256,6362.203563705883
2015-06-25,522,522,7738,5563.692813572249
2015-06-25,497,497,7263,7022.432367098849
2015-06-25,499,499,4110,5501.097576590321
2015-06-25,500,500,4927,5563.692813572249
2015-06-25,501,501,3631,6737.698354843438
2015-06-25,502,502,7740,9131.554804237987
2015-06-25,503,503,5083,5563.692813572249
2015-06-25,504,504,5291,7008.6340663645715
2015-06-25,498,498,5692,5516.5941849201845
2015-06-25,490,490,6904,5513.19146221162
2015-06-25,523,523,11257,7179.19443030844
2015-06-25,525,525,7137,8394.894634402259
2015-06-25,280,280,5145,5222.974603541147
2015-06-25,555,555,3476,4550.639962148652
2015-06-25,554,554,5267,6965.921542439403
2015-06-25,553,553,5920,5563.692813572249
2015-06-25,552,552,5783,5563.692813572249
2015-06-25,551,551,5050,5453.133829691502
2015-06-25,550,550,4073,6988.485944438756
2015-06-25,549,549,4418,3979.8247212922183
2015-06-25,548,548,4184,4733.356920719041
2015-06-25,547,547,4422,5563.692813572249
2015-06-25,546,546,12490,7042.95622974949
2015-06-25,545,545,8325,5563.692813572249
2015-06-25,544,544,10786,11570.333219849072
2015-06-25,543,543,2118,6934.627621023811
2015-06-25,542,542,5085,5563.692813572249
2015-06-25,541,541,4896,6965.4696508873885
2015-06-25,540,540,5085,5634.404591308031
2015-06-25,526,526,8727,8637.056799389678
2015-06-25,527,527,8480,6195.908326800106
2015-06-25,528,528,8792,8401.474913098886
2015-06-25,529,529,6251,6216.694388384254
2015-06-25,530,530,3769,4638.531646879317
2015-06-25,531,531,4512,5651.197375406296
2015-06-25,524,524,6917,7130.23402054654
2015-06-25,532,532,9337,7077.098739420198
2015-06-25,534,534,5956,5489.545694219349
2015-06-25,535,535,8274,5782.375880223903
2015-06-25,536,536,6322,5563.692813572249
2015-06-25,537,537,5037,5492.7803534940285
2015-06-25,538,538,3581,6934.627621023811
2015-06-25,539,539,8843,5678.607257974699
2015-06-25,533,533,9050,6195.908326800106
2015-06-25,418,418,4496,5338.765223072439
2015-06-25,489,489,6380,5903.766490468983
2015-06-25,487,487,5296,5516.772417554163
2015-06-25,450,450,8094,5563.692813572249
2015-06-25,449,449,9171,9153.884717975392
2015-06-25,448,448,8227,5775.991873561624
2015-06-25,447,447,4415,6994.905883241461
2015-06-25,446,446,3630,5312.347585520974
2015-06-25,445,445,7190,7039.879572974593
2015-06-25,444,444,7257,8168.050628859474
2015-06-25,443,443,3768,5910.013796158405
2015-06-25,442,442,2734,5259.913580741406
2015-06-25,441,441,5693,5118.34390694329
2015-06-25,440,440,4123,5563.692813572249
2015-06-25,439,439,5411,6994.905883241461
2015-06-25,438,438,4049,5302.3040618633
2015-06-25,437,437,4806,5340.122320151091
2015-06-25,436,436,4534,4972.8833232097295
2015-06-25,435,435,2892,7008.6340663645715
2015-06-25,434,434,8218,5563.692813572249
2015-06-25,420,420,4182,4221.064801950351
2015-06-25,421,421,7058,5563.692813572249
2015-06-25,422,422,3586,4345.0067156752775
2015-06-25,423,423,10769,7008.6340663645715
2015-06-25,424,424,5357,5326.30387754426
2015-06-25,425,425,2860,6994.905883241461
2015-06-25,451,451,4848,5570.715733772477
2015-06-25,426,426,4436,7039.879572974593
2015-06-25,428,428,5670,5563.692813572249
2015-06-25,429,429,4014,4276.69733924357
2015-06-25,430,430,6104,6846.092008091434
2015-06-25,431,431,8194,6853.597231328522
2015-06-25,432,432,10827,7039.476096228148
2015-06-25,433,433,5408,5562.94134030778
2015-06-25,427,427,6033,6158.347910351108
2015-06-25,488,488,3116,3660.591186227649
2015-06-25,452,452,3246,5439.988232815193
2015-06-25,454,454,4403,5392.739390243245
2015-06-25,485,485,4446,5563.692813572249
2015-06-25,484,484,5921,6322.39162128427
2015-06-25,483,483,4846,5570.715733772477
2015-06-25,482,482,5148,6516.063080082084
2015-06-25,481,481,4131,5563.692813572249
2015-06-25,480,480,3841,7024.958917081873
2015-06-25,479,479,9549,7513.175535720352
2015-06-25,478,478,5404,5856.066605620208
2015-06-25,477,477,5426,5297.643444898766
2015-06-25,476,476,5185,6174.084514689865
2015-06-25,475,475,4996,7039.879572974593
2015-06-25,474,474,5486,6045.543157805046
2015-06-25,473,473,2751,7008.215939320135
2015-06-25,472,472,4185,6168.059761266751
2015-06-25,471,471,5403,5563.692813572249
2015-06-25,470,470,10385,7075.679866213386
2015-06-25,469,469,7367,7039.476096228148
2015-06-25,455,455,5850,6078.324757496887
2015-06-25,456,456,4786,7039.879572974593
2015-06-25,457,457,4292,5520.460847922524
2015-06-25,458,458,5239,5789.051612951572
2015-06-25,459,459,7659,7339.600271702436
2015-06-25,460,460,3450,3649.813465519806
2015-06-25,453,453,6636,7928.610367747082
2015-06-25,461,461,3513,5443.157959001011
2015-06-25,463,463,5807,6167.763483558096
2015-06-25,464,464,7892,7085.668753674659
2015-06-25,465,465,5620,6147.538679981384
2015-06-25,466,466,6792,5777.286407799486
2015-06-25,467,467,10918,10912.3458889515
2015-06-25,468,468,3968,6168.059761266751
2015-06-25,462,462,4010,4446.954212913503
2015-06-25,279,279,6443,5560.802379285017
2015-06-25,557,557,3217,6974.534733501256
2015-06-25,277,277,4875,5553.779459084791
2015-06-25,100,100,6686,7060.12702544382
2015-06-25,99,99,3922,5457.168237488907
2015-06-25,98,98,4164,4467.689588413877
2015-06-25,97,97,5920,5733.980682926937
2015-06-25,96,96,4500,5554.781537601998
2015-06-25,95,95,5031,6440.148988418397
2015-06-25,94,94,6216,5844.990909178779
2015-06-25,93,93,5250,5053.803891681762
2015-06-25,92,92,4197,4621.039459051602
2015-06-25,91,91,3235,5573.618837338173
2015-06-25,90,90,7308,7082.97939302065
2015-06-25,89,89,5445,5573.618837338173
2015-06-25,88,88,5293,4964.196955983318
2015-06-25,87,87,4878,5449.626297720757
2015-06-25,101,101,4997,5573.618837338173
2015-06-25,86,86,3835,5282.162192393194
2015-06-25,84,84,11086,11719.189820996877
2015-06-25,83,83,3173,3613.256223015973
2015-06-25,82,82,7910,8006.8924575379315
2015-06-25,81,81,5973,5573.618837338173
2015-06-25,80,80,5806,6627.343381256022
2015-06-25,79,79,4143,4307.198884409433
2015-06-25,78,78,2820,5554.781537601998
2015-06-25,77,77,6513,5362.566369198336
2015-06-25,76,76,6954,7004.992770029031
2015-06-25,75,75,4648,5669.836528494296
2015-06-25,74,74,5463,5183.800255723769
2015-06-25,73,73,4065,4219.054533509509
2015-06-25,72,72,3735,5153.90635760548
2015-06-25,71,71,6970,7499.000404296654
2015-06-25,85,85,5968,6007.659919463925
2015-06-25,102,102,4655,5197.041730870608
2015-06-25,103,103,4092,4953.913010717135
2015-06-25,104,104,8196,8868.538391920998
2015-06-25,135,135,4505,5554.781537601998
2015-06-25,134,134,3894,4415.1639999806475
2015-06-25,133,133,4741,5258.05281100763
2015-06-25,132,132,5829,5315.720495050428
2015-06-25,131,131,4913,4420.743829804624
2015-06-25,130,130,4546,5301.901574795245
2015-06-25,129,129,7010,5573.618837338173
2015-06-25,128,128,5957,5469.935553172394
2015-06-25,127,127,3518,5245.356832370556
2015-06-25,126,126,3992,5554.781537601998
2015-06-25,125,125,9529,10347.061743665889
2015-06-25,124,124,3817,4101.89054498098
2015-06-25,123,123,6623,7162.961459942567
2015-06-25,122,122,5570,6302.4819836437555
2015-06-25,121,121,3789,5554.781537601998
2015-06-25,120,120,4706,5573.618837338173
2015-06-25,119,119,4779,6203.474915006423
2015-06-25,105,105,4533,5554.781537601998
2015-06-25,106,106,7318,7396.299706230167
2015-06-25,107,107,5885,6401.15186363381
2015-06-25,108,108,9502,7883.5943617400235
2015-06-25,109,109,5177,5684.887975354549
2015-06-25,110,110,4002,4654.539998787184
2015-06-25,70,70,5492,5271.439021104131
2015-06-25,111,111,5230,5554.781537601998
2015-06-25,113,113,4317,5723.210580588643
2015-06-25,114,114,3717,5554.781537601998
2015-06-25,115,115,5378,5554.781537601998
2015-06-25,116,116,6358,6251.732348643218
2015-06-25,117,117,3449,3491.538178908931
2015-06-25,118,118,5656,5919.852644798667
2015-06-25,112,112,4982,6166.866903166051
2015-06-25,69,69,6603,5385.401324856712
2015-06-25,68,68,6243,6449.757982689808
2015-06-25,67,67,6482,6667.925111158003
2015-06-25,31,31,4370,4736.286035390428
2015-06-25,30,30,3400,3779.8459609686265
2015-06-25,29,29,6179,6308.8717038190525
2015-06-25,28,28,3543,5120.113633117596
2015-06-25,27,27,7288,7912.9172956197635
2015-06-25,26,26,4897,6098.1703548415435
2015-06-25,25,25,9116,9167.849308014716
2015-06-25,24,24,8461,7270.253416279227
2015-06-25,23,23,3562,4258.672730744728
2015-06-25,22,22,3956,5143.8332099814315
2015-06-25,21,21,3441,5027.387865493463
2015-06-25,20,20,8360,7220.59854463082
2015-06-25,19,19,5268,6309.805131876812
2015-06-25,18,18,6160,6445.6873777065575
2015-06-25,17,17,4403,5210.994370702915
2015-06-25,16,16,6843,6499.984402451602
2015-06-25,15,15,4979,6295.845489019669
2015-06-25,1,1,3533,3745.675795872765
2015-06-25,2,2,4022,5140.698384607403
2015-06-25,3,3,5763,6004.898969263721
2015-06-25,4,4,7111,7836.85066509392
2015-06-25,5,5,3325,4568.320291694829
2015-06-25,6,6,3861,4271.068686538913
2015-06-25,32,32,3284,5208.997725019482
2015-06-25,7,7,6875,7908.143607040422
2015-06-25,9,9,6674,5745.561360226639
2015-06-25,10,10,5018,5078.1978614417785
2015-06-25,11,11,6012,5638.654236877479
2015-06-25,12,12,6205,5489.930719882596
2015-06-25,13,13,5830,4930.049143730181
2015-06-25,14,14,5089,5390.1863317259595
2015-06-25,8,8,5956,5649.5873981841405
2015-06-25,136,136,4040,5188.34835760548
2015-06-25,33,33,6533,6638.506454955753
2015-06-25,35,35,9504,6982.741951653718
2015-06-25,66,66,5134,5554.781537601998
2015-06-25,65,65,4518,5266.599731017703
2015-06-25,64,64,8734,8733.858669945053
2015-06-25,63,63,5114,5554.781537601998
2015-06-25,62,62,6494,5923.366526483744
2015-06-25,61,61,4070,5241.094272979648
2015-06-25,60,60,6760,6874.9578556730075
2015-06-25,59,59,4108,5582.738629714105
2015-06-25,58,58,5354,5609.710944489796
2015-06-25,57,57,7513,8073.126323836335
2015-06-25,56,56,6278,5894.022633214515
2015-06-25,55,55,4648,3577.675694001857
2015-06-25,54,54,4981,5894.022633214515
2015-06-25,53,53,4627,4662.990950885368
2015-06-25,52,52,4610,5383.901865173769
2015-06-25,51,51,5685,5913.446270171698
2015-06-25,50,50,3064,3244.6584968751836
2015-06-25,36,36,8452,6077.078094688123
2015-06-25,37,37,4315,5307.793642076918
2015-06-25,38,38,4663,4198.5069587425205
2015-06-25,39,39,4186,3791.9101663110328
2015-06-25,40,40,3583,3908.3659888735024
2015-06-25,41,41,4505,5242.130086442507
2015-06-25,34,34,7229,6845.434497012034
2015-06-25,42,42,8922,6872.92767506583
2015-06-25,44,44,4389,4611.092395207159
2015-06-25,45,45,4057,4210.598504697273
2015-06-25,46,46,4319,5231.01841702055
2015-06-25,47,47,6165,6340.817147623144
2015-06-25,48,48,2890,3386.026517057172
2015-06-25,49,49,5917,5840.821914591174
2015-06-25,43,43,5643,6039.737198606619
2015-06-25,137,137,7472,6315.612319171866
2015-06-25,138,138,7352,6533.182289071302
2015-06-25,139,139,5626,5857.481464524599
2015-06-25,241,241,5683,5514.9472574083275
2015-06-25,240,240,4121,4408.61004178129
2015-06-25,239,239,4002,4414.877497378482
2015-06-25,238,238,6424,5874.223922981094
2015-06-25,237,237,3873,4408.61004178129
2015-06-25,236,236,5942,4510.75866829045
2015-06-25,235,235,3976,5538.693779893316
2015-06-25,234,234,7327,5972.273490194548
2015-06-25,233,233,7738,8828.65107339493
2015-06-25,232,232,2727,5026.687484292886
2015-06-25,231,231,3579,5538.693779893316
2015-06-25,230,230,6252,6057.900598272711
2015-06-25,229,229,7073,6357.916278509302
2015-06-25,228,228,6358,5577.450736415054
2015-06-25,227,227,5127,5499.677718984039
2015-06-25,226,226,4973,5825.749450157483
2015-06-25,225,225,4149,5239.412290885424
2015-06-25,211,211,11071,11275.232235262012
2015-06-25,212,212,3301,4133.98227760852
2015-06-25,213,213,6668,5566.26926582682
2015-06-25,214,214,7289,5577.450736415054
2015-06-25,215,215,4554,4544.919708075003
2015-06-25,216,216,5619,5647.618305773881
2015-06-25,242,242,2653,5528.517736415055
2015-06-25,217,217,3719,4261.100075391657
2015-06-25,219,219,2459,2954.6948749066173
2015-06-25,220,220,3632,4419.413699708702
2015-06-25,221,221,5069,5699.746171901783
2015-06-25,222,222,3904,5477.260958582263
2015-06-25,223,223,5549,5566.26926582682
2015-06-25,224,224,6061,5566.26926582682
2015-06-25,218,218,4305,5262.172869198088
2015-06-25,210,210,1840,5238.768804409538
2015-06-25,243,243,5290,5451.408078088655
2015-06-25,245,245,7522,8077.641140742438
2015-06-25,276,276,3429,5553.779459084791
2015-06-25,275,275,4749,5647.287846604035
2015-06-25,274,274,4625,5553.779459084791
2015-06-25,273,273,6607,5920.527170338784
2015-06-25,272,272,4898,5057.075257567182
2015-06-25,271,271,5743,5292.640870377809
2015-06-25,270,270,7957,8163.454414259227
2015-06-25,269,269,6558,7306.331735685955
2015-06-25,268,268,3198,5836.015652497915
2015-06-25,267,267,6971,6277.388946557706
2015-06-25,266,266,3817,5161.814964965702
2015-06-25,265,265,4893,5553.779459084791
2015-06-25,264,264,4735,5818.639251898422
2015-06-25,263,263,3423,5232.234769317811
2015-06-25,262,262,15896,17470.900669133745
2015-06-25,261,261,9032,9732.561753108168
2015-06-25,260,260,5199,5946.0181874592745
2015-06-25,246,246,5524,5940.935623103766
2015-06-25,247,247,4921,6560.431780849069
2015-06-25,248,248,6497,5276.388114553851
2015-06-25,249,249,4051,4680.7529455951535
2015-06-25,250,250,5982,5553.779459084791
2015-06-25,251,251,16802,17183.009743917646
2015-06-25,244,244,3515,5235.366081700973
2015-06-25,252,252,8017,8330.093911426522
2015-06-25,254,254,2050,5212.780931346807
2015-06-25,255,255,5078,5553.779459084791
2015-06-25,256,256,6979,7496.21020248523
2015-06-25,257,257,4949,4609.602098711612
2015-06-25,258,258,5304,5141.694064415017
2015-06-25,259,259,12151,12401.27236004102
2015-06-25,253,253,4259,4085.6350318212812
2015-06-25,278,278,5694,5948.818743233906
2015-06-25,209,209,5050,5554.781537601998
2015-06-25,207,207,8509,6057.900598272711
2015-06-25,170,170,3464,5238.768804409538
2015-06-25,169,169,4596,5279.002485090219
2015-06-25,168,168,6165,5786.377855949522
2015-06-25,167,167,7878,7589.399089113658
2015-06-25,166,166,4920,4657.197823746528
2015-06-25,165,165,3256,5554.781537601998
2015-06-25,164,164,6113,5340.208117823227
2015-06-25,163,163,6251,6468.133141851786
2015-06-25,162,162,5235,5554.781537601998
2015-06-25,161,161,6433,6510.766901026001
2015-06-25,160,160,4717,4673.8867436888595
2015-06-25,159,159,6131,6006.139359334875
2015-06-25,158,158,5799,5554.781537601998
2015-06-25,157,157,8512,7903.296925441341
2015-06-25,156,156,6779,5469.935553172394
2015-06-25,155,155,4827,5554.781537601998
2015-06-25,154,154,7260,7113.252562015441
2015-06-25,140,140,6052,5332.524162164851
2015-06-25,141,141,4222,4899.175884153943
2015-06-25,142,142,3862,4415.1639999806475
2015-06-25,143,143,3726,5049.423443361072
2015-06-25,144,144,6736,7102.527052431202
2015-06-25,145,145,5872,5550.180865390509
2015-06-25,171,171,6388,6648.345610218843
2015-06-25,146,146,6366,5554.781537601998
2015-06-25,148,148,6778,6575.8838546877005
2015-06-25,149,149,4607,5573.618837338173
2015-06-25,150,150,6922,5858.97351768301
2015-06-25,151,151,5745,5931.739048827476
2015-06-25,152,152,4440,4619.315344847911
2015-06-25,153,153,4415,5188.513034015008
2015-06-25,147,147,5860,6017.891740830859
2015-06-25,208,208,2045,2190.2909838915184
2015-06-25,172,172,5622,6066.145667974353
2015-06-25,174,174,5512,5554.781537601998
2015-06-25,206,206,7758,5253.716465639582
2015-06-25,205,205,4819,5091.730100207969
2015-06-25,204,204,5061,5554.781537601998
2015-06-25,203,203,5270,5715.678562875543
2015-06-25,202,202,5109,5937.004166041182
2015-06-25,201,201,4839,4481.887649005464
2015-06-25,200,200,7067,6843.0447352680385
2015-06-25,199,199,5999,5554.781537601998
2015-06-25,198,198,1965,3670.1125006441766
2015-06-25,197,197,4993,5931.739048827476
2015-06-25,196,196,4294,5554.781537601998
2015-06-25,195,195,8416,8545.717533254108
2015-06-25,194,194,3894,4230.019653110873
2015-06-25,193,193,3553,4421.738918983257
2015-06-25,192,192,10471,5594.553009250053
2015-06-25,191,191,5115,5238.184354115052
2015-06-25,190,190,5748,5466.193958905513
2015-06-25,175,175,4576,5110.5906978354415
2015-06-25,176,176,4392,4476.447011143912
2015-06-25,177,177,3142,5179.19516409542
2015-06-25,178,178,7730,8144.583006331237
2015-06-25,179,179,5862,5793.018342618319
2015-06-25,180,180,5166,6002.4736413894325
2015-06-25,173,173,5873,6842.4899684271895
2015-06-25,181,181,4838,5554.781537601998
2015-06-25,184,184,5706,5458.131430269915
2015-06-25,185,185,5097,5757.098194738084
2015-06-25,186,186,3075,4063.223608715133
2015-06-25,187,187,4732,5283.2391244961345
2015-06-25,188,188,3282,5238.768804409538
2015-06-25,189,189,6347,6002.4736413894325
2015-06-25,182,182,3939,5265.142278248869
2015-06-25,558,558,3393,2596.723249201061
2015-06-25,556,556,5891,6965.921542439403
2015-06-25,560,560,10057,10625.581874896465
2015-06-25,939,939,3995,5441.505124214649
2015-06-25,938,938,7139,7603.298913731805
2015-06-25,937,937,4687,5593.132328753234
2015-06-25,936,936,5273,5881.412251301751
2015-06-25,935,935,5285,5014.345324672989
2015-06-25,934,934,5527,5507.427126619253
2015-06-25,933,933,6382,5673.9362912716915
2015-06-25,932,932,6379,6587.6950706244925
2015-06-25,931,931,4172,4354.090183297109
2015-06-25,930,930,5656,5650.101297901601
2015-06-25,929,929,5019,5673.9362912716915
2015-06-25,928,928,5142,5254.849069723143
2015-06-25,927,927,5687,5223.421078285856
2015-06-25,926,926,6300,5507.427126619253
2015-06-25,940,940,6035,5673.9362912716915
2015-06-25,925,925,4389,5314.022396326499
2015-06-25,923,923,4597,4836.432414171624
2015-06-25,922,922,6387,5997.213856322892
2015-06-25,921,921,7705,8727.760825564546
2015-06-25,920,920,5044,5242.242212513856
2015-06-25,919,919,4428,5572.198156841354
2015-06-25,918,918,3948,5166.438595130436
2015-06-25,917,917,5869,5673.9362912716915
2015-06-25,916,916,4483,4741.45280414791
2015-06-25,915,915,4675,5227.62196975789
2015-06-25,914,914,7574,5572.198156841354
2015-06-25,913,913,6315,6732.501705005999
2015-06-25,912,912,4016,5618.7597863082365
2015-06-25,911,911,7306,7586.837275191763
2015-06-25,910,910,4380,5507.427126619253
2015-06-25,924,924,3851,5507.427126619253
2015-06-25,941,941,5058,5183.142511615836
2015-06-25,942,942,4848,5507.427126619253
2015-06-25,943,943,5857,5889.466061915608
2015-06-25,974,974,10561,10584.65986105762
2015-06-25,973,973,5747,5397.925639108424
2015-06-25,972,972,2630,2919.189590095191
2015-06-25,971,971,6416,5232.2575446590945
2015-06-25,970,970,2887,5199.913741011117
