Store_ID,Store_Name,State,Region,Category,Priority,Action_Type,Recommendation,Current_Stock,Days_Supply,Decision
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,698.63,6.5,WATCHLIST
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,698.63,6.5,WATCHLIST
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,2154.01,11.1,MONITOR
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,2154.01,11.1,MONITOR
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,2450.65,9.1,MONITOR
14,"Modern Bazaar - Greater Kailash, New Delhi",Delhi / NCR,North India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,2450.65,9.1,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,747.02,10.6,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,747.02,10.6,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,886.39,9.5,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,886.39,9.5,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,423.74,12.1,OK
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,423.74,12.1,OK
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1797.69,10.3,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),1797.69,10.3,MONITOR
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 7546 units within 3 days,2699.29,5.8,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,2699.29,5.8,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1586 units of Health & Wellness immediately,207.87,2.5,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,207.87,2.5,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,207.87,2.5,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2697 units of Home Care immediately,376.4,2.7,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,376.4,2.7,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,376.4,2.7,REORDER NOW
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1944 units within 3 days,608.85,5.2,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,608.85,5.2,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,608.85,5.2,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 3596 units within 3 days,1038.61,4.9,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,1038.61,4.9,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,1038.61,4.9,REORDER SOON
15,"Reliance Smart - Whitefield, Bengaluru",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,2489.35,8.5,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",375.88,7.3,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,375.88,7.3,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,375.88,7.3,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",476.95,6.9,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,476.95,6.9,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,476.95,6.9,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,211.88,8.2,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,211.88,8.2,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1577.37,12.2,OK
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),1577.37,12.2,OK
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,3091.01,9.0,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",403.4,6.7,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,403.4,6.7,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,403.4,6.7,WATCHLIST
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1081.02,10.5,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1081.02,10.5,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,877.35,10.2,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,877.35,10.2,MONITOR
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1947.13,12.6,OK
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,1947.13,12.6,OK
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,3421.12,15.9,OK
16,"DMart - Velachery, Chennai",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,3421.12,15.9,OK
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Clothing & Apparel,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1055 units within 3 days,333.98,5.3,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,333.98,5.3,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,333.98,5.3,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,956.98,11.3,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,956.98,11.3,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,269.75,8.5,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,269.75,8.5,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2831 units of Fresh Produce immediately,642.46,4.0,REORDER NOW
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,642.46,4.0,REORDER NOW
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),642.46,4.0,REORDER NOW
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Groceries & Staples,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 6637 units within 3 days,2627.38,6.2,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,2627.38,6.2,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Health & Wellness,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1177 units within 3 days,444.06,6.0,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,444.06,6.0,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,444.06,6.0,REORDER SOON
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",959.51,7.6,WATCHLIST
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,959.51,7.6,WATCHLIST
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,959.51,7.6,WATCHLIST
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1244.34,11.8,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,1244.34,11.8,MONITOR
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,2371.64,12.5,OK
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,2371.64,12.5,OK
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,4066.94,15.4,OK
17,"Star Bazaar - Banjara Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,4066.94,15.4,OK
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,940.74,16.0,OK
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,940.74,16.0,OK
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1392 units of Dairy & Eggs immediately,341.8,4.4,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,341.8,4.4,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,341.8,4.4,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,268.76,9.2,MONITOR
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,268.76,9.2,MONITOR
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2774 units of Fresh Produce immediately,479.33,3.3,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,479.33,3.3,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),479.33,3.3,REORDER NOW
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 6359 units within 3 days,2318.6,5.9,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,2318.6,5.9,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1096 units within 3 days,416.94,6.1,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,416.94,6.1,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,416.94,6.1,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",830.29,7.1,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,830.29,7.1,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,830.29,7.1,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",680.72,6.9,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,680.72,6.9,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,680.72,6.9,WATCHLIST
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 3015 units within 3 days,887.85,5.0,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,887.85,5.0,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,887.85,5.0,REORDER SOON
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,3353.38,13.7,OK
18,"Decathlon - Koramangala, Bengaluru",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,3353.38,13.7,OK
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1332 units of Clothing & Apparel immediately,319.95,4.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,319.95,4.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,319.95,4.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,846.92,8.3,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,846.92,8.3,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",294.56,7.8,WATCHLIST
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,294.56,7.8,WATCHLIST
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,294.56,7.8,WATCHLIST
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 3296 units of Fresh Produce immediately,840.1,4.4,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,840.1,4.4,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),840.1,4.4,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,6791.22,13.4,OK
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1648 units of Health & Wellness immediately,281.57,3.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,281.57,3.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,281.57,3.2,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1478.82,9.7,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1478.82,9.7,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1098.97,8.7,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,1098.97,8.7,MONITOR
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Personal Care,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 4131 units of Personal Care immediately,845.4,3.7,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,845.4,3.7,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,845.4,3.7,REORDER NOW
19,"Zudio - T Nagar, Chennai",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,4384.9,13.9,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,790.96,15.6,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,790.96,15.6,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Dairy & Eggs,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1225 units of Dairy & Eggs immediately,266.62,3.9,REORDER NOW
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,266.62,3.9,REORDER NOW
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,266.62,3.9,REORDER NOW
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,405.79,16.0,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,405.79,16.0,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",1004.19,7.9,WATCHLIST
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1004.19,7.9,WATCHLIST
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),1004.19,7.9,WATCHLIST
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,4562.43,13.4,OK
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Health & Wellness,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 956 units within 3 days,350.66,5.9,REORDER SOON
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,350.66,5.9,REORDER SOON
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,350.66,5.9,REORDER SOON
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",739.09,7.3,WATCHLIST
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,739.09,7.3,WATCHLIST
20,"Max Fashion - Thrissur, Kerala",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,739.09,7.3,WATCHLIST
