Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk
242,North-India,Electronics & Gadgets,6208.9453,509.724,2225.1948,45687.812,66413.29956887287,10.696389841792936,0.0
243,North-India,Footwear & Shoes,5938.9204,684.239,2987.0383,44559.48,62066.010532637236,10.450722731777493,0.0
244,North-India,Home Decor,5792.763,508.40173,2219.4224,42768.766,37109.511052069225,6.406184730142377,0.13232213953873667
245,North-India,Games & Toys,9938.824,2163.022,9442.649,79014.414,130580.60503952425,13.13843591208491,0.0
246,North-India,Sports Products,6563.024,457.3203,1996.427,47937.594,28358.76912481082,4.320991275593292,0.4084231830094555
247,North-India,Tupperware,7827.1255,1144.4053,4995.889,59785.77,49565.60374930548,6.33254236482026,0.17094646204398925
248,North-India,Furniture,6003.9756,884.3622,3860.6738,45888.5,25106.28542106625,4.181610178407478,0.45288502738014424
249,North-India,Pet Care,5261.964,775.829,3386.8733,40220.62,36460.11851928466,6.928994466617738,0.09349687976473578
250,North-India,Food,6263.6426,564.3432,2463.6343,46309.133,67561.20293742271,10.786248112778958,0.0
251,North-India,Clothing & Apparel,18948.594,1646.0112,7185.6445,139825.8,162231.62383970496,8.561670907093301,0.0
252,North-India,Electronics & Gadgets,9695.877,909.2058,3969.1284,71840.266,48583.52590542736,5.0107407654104765,0.3237284761859152
253,North-India,Footwear & Shoes,4852.3057,684.40094,2987.7449,36953.887,38430.60553971406,7.9200710343418,0.0
254,North-India,Home Decor,5681.432,525.0237,2291.9854,42062.008,70923.5970206556,12.483401264235345,0.0
255,North-India,Games & Toys,6268.623,574.1019,2506.236,46386.594,59963.27154395667,9.565620886049167,0.0
256,North-India,Sports Products,8257.05,1007.9974,4400.402,62199.75,88385.63361417592,10.704263109082822,0.0
257,North-India,Tupperware,6784.6313,4677.5845,20419.945,67912.36,77440.85172272184,11.414157638715885,0.0
258,North-India,Furniture,5697.1553,696.9873,3042.6907,42922.777,34048.433520978586,5.976392056528018,0.20675138870210155
259,North-India,Pet Care,13425.82,2221.4824,9697.858,103678.6,97009.28284910515,7.225575837536382,0.06432685831872861
260,North-India,Food,8320.533,4018.5542,17542.955,75786.69,127247.46993271787,15.293186966062061,0.0
261,North-India,Clothing & Apparel,9035.023,1665.4004,7270.288,70515.45,69125.70288636957,7.650860383987751,0.019708449382958224
262,North-India,Electronics & Gadgets,21353.871,4837.0527,21116.102,170593.19,286711.24929612136,13.42666386049497,0.0
263,North-India,Footwear & Shoes,5851.5923,552.35785,2411.3125,43372.457,58788.9172501414,10.04665301088584,0.0
264,North-India,Home Decor,10007.888,8675.884,37874.48,107929.69,86147.94277732172,8.608004546021409,0.20181421096654506
265,North-India,Games & Toys,6183.822,463.70102,2024.282,45311.035,43445.875650703645,7.025732179067707,0.04116347152773188
266,North-India,Sports Products,5708.836,493.68982,2155.1978,42117.05,39015.19701506429,6.834177307283021,0.07364840862899687
267,North-India,Tupperware,7152.8823,593.6267,2591.4712,52661.65,47933.79931866643,6.701326422827995,0.08977784135346016
268,North-India,Furniture,6433.408,482.23083,2105.1736,47139.03,52066.41900095145,8.09313156526589,0.0
269,North-India,Pet Care,11312.168,8160.8003,35625.887,114811.06,90808.41218191393,8.027498569042933,0.2090621739354261
270,North-India,Food,11856.4795,7420.3423,32393.426,115388.78,194477.7523635165,16.4026558213728,0.0
271,North-India,Clothing & Apparel,5890.3345,565.9041,2470.4485,43702.79,30355.48965466412,5.153440741876122,0.305410700190043
272,North-India,Electronics & Gadgets,5832.189,643.50433,2809.2114,43634.535,52213.63380012676,8.952664962481306,0.0
273,North-India,Footwear & Shoes,6608.394,447.59265,1953.961,48212.72,68161.78840292731,10.314425556304503,0.0
274,North-India,Home Decor,5751.4644,482.2088,2105.0774,42365.33,48975.78085498928,8.515358494471224,0.0
275,North-India,Games & Toys,6703.817,956.75745,4176.715,51103.434,51196.57775568706,7.636929612061976,0.0
276,North-India,Sports Products,6068.8857,405.79337,1771.4866,44253.688,34857.2242994567,5.743595411122798,0.21233175654669006
277,North-India,Tupperware,6182.692,554.3607,2420.056,45698.9,66425.71658810262,10.743818019923955,0.0
278,North-India,Furniture,6627.9434,442.3477,1931.0641,48326.664,53953.151137830006,8.140255311855542,0.0
279,North-India,Pet Care,6207.8345,522.43823,2280.6985,45735.54,56945.26348692463,9.17312852617968,0.0
280,North-India,Food,5928.5186,608.9567,2658.394,44158.023,41861.23184452927,7.0609936459473275,0.05201300724479988
281,North-India,Clothing & Apparel,6588.1377,425.16016,1856.0321,47972.996,66919.161569771,10.157523212877651,0.0
282,North-India,Electronics & Gadgets,8834.059,9139.016,39896.277,101734.69,109177.1948938475,12.358667732981663,0.0
283,North-India,Footwear & Shoes,6200.178,524.57715,2290.0361,45691.28,45739.75863047731,7.377168363215485,0.0
284,North-India,Home Decor,5746.9043,544.6221,2377.542,42605.87,34827.42561950326,6.0602062989706305,0.1825674554835657
285,North-India,Games & Toys,6192.762,453.68564,1980.5599,45329.895,73961.25082720217,11.943176300751013,0.0
286,North-India,Sports Products,8563.599,8765.994,38267.855,98213.05,94394.49594802542,11.022760406628715,0.038880281678203274
287,North-India,Tupperware,6366.2344,549.00433,2396.6726,46960.312,44243.982324283534,6.949788480617089,0.0578431026351553
288,North-India,Furniture,5830.335,521.72784,2277.5974,43089.94,22715.1283611836,3.8960245875017576,0.4728438326934259
289,North-India,Pet Care,6576.867,431.5221,1883.8053,47921.875,27037.798539564275,4.111045239130317,0.43579422675835877
290,North-India,Food,6447.3857,424.58948,1853.5409,46985.24,25195.191187407316,3.9078150734097337,0.4637636817633902
291,North-India,Clothing & Apparel,10535.273,8475.573,37000.023,110746.94,179978.04127595513,17.083376368317932,0.0
292,North-India,Electronics & Gadgets,9692.608,9145.472,39924.46,107772.72,163689.7322694821,16.888099213403667,0.0
293,North-India,Footwear & Shoes,10011.435,8678.305,37885.047,107965.086,70429.17719225003,7.034873643493396,0.347667103854103
294,North-India,Home Decor,5030.839,680.2882,2969.7913,38185.664,51061.82969570131,10.149764491313855,0.0
295,North-India,Games & Toys,5585.2393,392.41144,1713.068,40809.742,49782.11111218886,8.913156413586908,0.0
296,North-India,Sports Products,6170.9487,578.877,2527.0815,45723.723,22939.285203247196,3.7173028338390863,0.4983067022844079
297,North-India,Tupperware,6250.7217,446.16873,1947.7449,45702.797,41115.11803627093,6.577659371697773,0.1003807021105658
298,North-India,Furniture,7637.7095,955.85486,4172.7744,57636.74,65648.88197852645,8.595362551240774,0.0
299,North-India,Pet Care,6132.927,1186.3842,5179.1475,48109.637,28153.58611118409,4.5905629111452075,0.4148036021188317
300,North-India,Food,6773.689,543.6403,2373.256,49789.082,32270.44917045309,4.764087831304412,0.35185691613678244
301,North-India,Clothing & Apparel,6445.633,474.8842,2073.1018,47192.53,85378.1815262631,13.245895943791492,0.0
302,North-India,Electronics & Gadgets,4997.1694,804.6934,3512.8806,38493.066,28956.16213063565,5.794512776768431,0.24775641864857698
303,North-India,Footwear & Shoes,6094.0303,720.1215,3143.6829,45801.895,32647.68515371686,5.357322443247572,0.28719793170472907
304,North-India,Home Decor,6404.4985,463.25208,2022.322,46853.81,20880.007561902305,3.2602095928799986,0.5543583715265451
305,North-India,Games & Toys,6121.088,505.2789,2205.7896,45053.406,45235.01855054426,7.39002924951066,0.0
306,North-India,Sports Products,6177.7437,534.5528,2333.5845,45577.793,41636.48077649935,6.739755341046411,0.08647439762941071
307,North-India,Tupperware,3188.1448,1097.0391,4789.1123,27106.125,20141.480946395608,6.31761803976665,0.2569398633557689
308,North-India,Furniture,5907.2446,595.16315,2598.1785,43948.89,60072.7167273051,10.169329442249255,0.0
309,North-India,Pet Care,6173.2744,581.3152,2537.7253,45750.65,20858.717419066536,3.378874163045647,0.544078212409128
310,North-India,Food,6159.3247,628.1513,2742.1877,45857.46,51757.61357351823,8.40313119300785,0.0
311,North-India,Clothing & Apparel,10031.737,8669.746,37847.688,108069.85,110381.99627104665,11.00327818786371,0.0
312,North-India,Electronics & Gadgets,5567.5015,751.5279,3280.787,42253.297,28002.97995674083,5.029721165511489,0.33725929033222146
313,North-India,Footwear & Shoes,6275.7554,548.0039,2392.3052,46322.594,26155.14467875382,4.167648853749927,0.43536959912237605
314,North-India,Home Decor,5717.005,600.0962,2619.7136,42638.75,35195.97632418584,6.156366322162569,0.1745542183064504
315,North-India,Games & Toys,5071.1494,1009.13904,4405.3857,39903.434,73488.0718710617,14.49140340201303,0.0
316,North-India,Sports Products,6677.124,477.966,2086.5557,48826.42,32721.631616877632,4.9005577104784654,0.32983760922215577
317,North-India,Tupperware,6100.809,486.10135,2122.0703,44827.734,53181.43515351944,8.717111851632112,0.0
318,North-India,Furniture,5811.277,1438.4174,6279.396,46958.332,49524.18908689657,8.522083927268312,0.0
319,North-India,Pet Care,5904.6445,594.7255,2596.268,43928.78,40779.726757636534,6.906381331138922,0.07168545092207551
320,North-India,Food,15240.854,6639.5195,28984.752,135670.73,143761.7251333093,9.432655788333904,0.0
321,North-India,Clothing & Apparel,6179.7173,589.0092,2571.3135,45829.332,51801.125764730234,8.382442654643299,0.0
322,North-India,Electronics & Gadgets,5657.235,673.957,2942.1519,42542.797,59033.58126221739,10.435059298205864,0.0
323,North-India,Footwear & Shoes,6189.859,604.58264,2639.299,45968.312,48608.62165014547,7.8529450411934905,0.0
324,North-India,Home Decor,5120.622,1169.2047,5104.151,40948.508,59794.67113908517,11.677227945751527,0.0
325,North-India,Games & Toys,5777.4155,500.38834,2184.44,42626.35,36674.1165784481,6.347841245774052,0.13963744880498538
326,North-India,Sports Products,6165.141,575.3439,2511.6577,45667.645,44476.117246642236,7.214128019037488,0.02609127965407569
327,North-India,Tupperware,10857.854,7827.414,34170.496,110175.47,89177.63195890292,8.21319166173791,0.19058540915985062
328,North-India,Furniture,4549.736,769.1374,3357.6611,35205.812,16075.47181649856,3.533275860923529,0.5433858594657186
329,North-India,Pet Care,5869.3193,536.88184,2343.752,43428.984,18870.963931551778,3.2151878014211914,0.5654753569964925
330,North-India,Food,5724.2,497.74225,2172.8887,42242.29,38824.1283746877,6.782454674887237,0.08091797967564979
331,North-India,Clothing & Apparel,5855.901,514.3019,2245.1794,43236.484,82549.0869975057,14.096735703785342,0.0
332,North-India,Electronics & Gadgets,7279.4,9214.466,40225.652,91181.45,115604.33905457631,15.88102599190287,0.0
333,North-India,Footwear & Shoes,8783.697,425.2747,1856.5322,63342.414,101496.55269491022,11.555105967975125,0.0
334,North-India,Home Decor,6028.9556,512.93066,2239.1934,44441.883,35531.1674499074,5.893420022514261,0.20050265197329392
335,North-India,Games & Toys,11938.811,1491.2152,6509.8843,90081.555,137496.30176912644,11.516750452591467,0.0
336,North-India,Sports Products,11396.24,8117.9053,35438.633,115212.31,148328.47470160347,13.01556229520272,0.0
337,North-India,Tupperware,6164.2734,573.8435,2505.108,45655.023,28095.9395560308,4.557867174598515,0.38460354544570374
338,North-India,Furniture,6002.848,504.68192,2203.1836,44223.12,37505.28729774384,6.24791538861634,0.15190772676955144
339,North-India,Pet Care,6062.822,511.29388,2232.048,44671.8,23390.711868629325,3.858056978689103,0.47638753174134274
340,North-India,Food,6630.4,473.1144,2065.376,48478.176,65725.01031533041,9.912676653499824,0.0
341,North-India,Clothing & Apparel,11102.858,8235.233,35950.824,113670.83,154772.29333237952,13.939860149361227,0.0
342,North-India,Electronics & Gadgets,9679.71,811.9038,3544.3574,71302.33,111418.72442101382,11.510543690941612,0.0
343,North-India,Footwear & Shoes,6138.5244,573.368,2503.0317,45472.703,41061.293368041894,6.689114614250979,0.09701226128632762
344,North-India,Home Decor,7465.573,662.65625,2892.8188,55151.832,59992.11023462245,8.035834394552676,0.0
345,North-India,Games & Toys,4973.9233,804.1549,3510.5298,38327.996,39834.2795535242,8.008623541587504,0.0
346,North-India,Sports Products,6630.6177,473.71417,2067.9941,48482.32,70226.56337119972,10.591255114543353,0.0
347,North-India,Tupperware,6181.5947,583.26245,2546.226,45817.39,53270.56811054335,8.617609284807704,0.0
348,North-India,Furniture,7509.9834,1001.3061,4371.1914,56941.074,30651.034327996524,4.081371782309621,0.46170607512171746
349,North-India,Pet Care,8831.072,2820.3987,12312.421,74129.93,41945.320430827494,4.749742632511332,0.43416484262630517
350,North-India,Food,6204.185,606.0461,2645.6877,46074.984,40998.2116436045,6.608154214680569,0.1101850125455522
351,North-India,Clothing & Apparel,6231.6562,582.1266,2541.2676,46162.86,67305.16634748862,10.80052615987742,0.0
352,North-India,Electronics & Gadgets,6235.9795,587.60657,2565.1904,46217.047,87787.0386533049,14.07750598976238,0.0
353,North-India,Footwear & Shoes,5866.485,505.75565,2207.871,43273.266,64608.827984579846,11.013209697168255,0.0
354,North-India,Home Decor,8831.072,2820.3987,12312.421,74129.93,76735.39158461671,8.689249649027294,0.0
355,North-India,Games & Toys,7186.2437,388.2002,1694.684,51998.39,82209.75960592298,11.439879244716503,0.0
356,North-India,Sports Products,6193.4043,602.516,2630.277,45984.105,27754.574329285242,4.481311569356023,0.39643113535943914
357,North-India,Tupperware,6696.521,328.4506,1433.8477,48309.496,34113.71618080277,5.094244638477526,0.2938507138513457
358,North-India,Furniture,8406.69,311.93365,1361.7432,60208.574,23079.795216112372,2.745408006771377,0.6166692947708946
359,North-India,Pet Care,6519.263,506.91055,2212.9126,47847.758,37104.67009979878,5.691543515711356,0.22452646067136378
360,North-India,Food,6389.1855,465.67303,2032.8906,46757.188,50806.585702538585,7.951965916436482,0.0
361,North-India,Clothing & Apparel,6223.461,577.1614,2519.592,46083.82,71263.0056242587,11.450703449403422,0.0
362,North-India,Electronics & Gadgets,7998.07,645.873,2819.5518,58806.04,115719.67731602752,14.468450496095912,0.0
363,North-India,Footwear & Shoes,8170.106,1026.225,4479.9746,61670.72,69611.15467179577,8.520226669996601,0.0
364,North-India,Home Decor,4842.6416,906.5536,3957.55,37856.043,43378.15331114759,8.957539475387035,0.0
365,North-India,Games & Toys,6140.0703,557.94415,2435.6995,45416.19,73250.42357895897,11.929899797700235,0.0
366,North-India,Sports Products,6568.5034,457.7501,1998.3032,47977.83,36594.61441228624,5.571225602498474,0.2372598793562784
367,North-India,Tupperware,6328.106,421.4003,1839.6185,46136.36,55006.17545710208,8.692360056958895,0.0
368,North-India,Furniture,6223.117,546.68085,2386.5295,45948.35,61988.68504732486,9.961034507246271,0.0
369,North-India,Pet Care,6597.6875,477.7668,2085.686,48269.5,55559.921794700924,8.421120550905286,0.0
370,North-India,Food,6209.393,610.7783,2666.3464,46132.098,64198.660815971285,10.338959078512149,0.0
371,North-India,Clothing & Apparel,6036.595,572.59143,2499.6418,44755.81,57719.610371258605,9.561616824883066,0.0
372,North-India,Electronics & Gadgets,6262.4814,624.096,2724.4846,46561.855,39597.67193589969,6.323000280589854,0.1495684281208321
373,North-India,Footwear & Shoes,6202.6,605.62256,2643.8389,46062.04,43613.86941347215,7.031546242994504,0.053149398047837415
374,North-India,Home Decor,9899.693,5392.284,23539.959,92837.81,130152.01366577788,13.147075261934658,0.0
375,North-India,Games & Toys,7533.6304,1051.9481,4592.2686,57327.684,65607.0220224108,8.708553352198221,0.0
376,North-India,Sports Products,8170.106,1026.225,4479.9746,61670.72,71614.82739224218,8.765471068414964,0.0
377,North-India,Tupperware,7327.4824,993.2041,4335.8223,55628.195,68975.16279708754,9.413214365574385,0.0
378,North-India,Furniture,6254.815,494.56265,2159.008,45942.71,37078.67217264228,5.92802065608451,0.19293678113414492
379,North-India,Pet Care,5260.8516,824.9364,3601.2512,40427.21,39723.622000195464,7.550796962862505,0.01740384560271239
380,North-India,Food,10251.15,2868.4006,12521.973,84280.03,119891.60808504856,11.695429636335568,0.0
381,North-India,Clothing & Apparel,6432.053,685.737,2993.5776,48017.95,43343.8294162909,6.73872368835766,0.09734109595488417
382,North-India,Electronics & Gadgets,6215.9014,1853.7976,8092.7344,51604.043,67630.41631173744,10.880226746959803,0.0
383,North-India,Footwear & Shoes,8009.721,657.54083,2870.4875,58938.535,23793.717253061397,2.9706049292439833,0.5962960872715506
384,North-India,Home Decor,7650.2876,1080.6381,4717.514,58269.527,65372.492935426664,8.545102664565741,0.0
385,North-India,Games & Toys,6633.6035,485.9665,2121.4817,48556.707,82357.97421865909,12.415269321518915,0.0
386,North-India,Sports Products,6074.6416,577.94867,2523.0288,45045.52,57865.745798798955,9.525787625711928,0.0
387,North-India,Tupperware,7934.957,764.8932,3339.133,58883.832,56667.37589220436,7.141484908996099,0.0376411667275552
388,North-India,Furniture,7186.7324,405.45966,1770.0299,52077.156,74297.68358657522,10.33817307020193,0.0
389,North-India,Pet Care,7481.4624,326.74722,1426.4116,53796.65,42536.24985499539,5.6855528461480835,0.20931412847376066
390,North-India,Food,8824.696,2733.4705,11932.937,73705.81,77881.05975236585,8.825352986809659,0.0
391,North-India,Clothing & Apparel,5855.869,541.11755,2362.243,43353.33,83890.20489188038,14.325833258447222,0.0
392,North-India,Electronics & Gadgets,6220.2515,482.58017,2106.6987,45648.46,76814.4712308935,12.349094190973041,0.0
393,North-India,Footwear & Shoes,6683.5444,459.83057,2007.3854,48792.2,26572.935836991794,3.975874792337319,0.4553855685443202
394,North-India,Home Decor,7378.9575,352.52393,1538.9396,53191.645,28051.126890338008,3.801502694125818,0.47264035286861605
395,North-India,Games & Toys,4621.045,774.86365,3382.6592,35729.973,37882.94903093794,8.197918365088483,0.0
396,North-India,Sports Products,8179.031,2855.8015,12466.971,69720.19,84153.17594443908,10.288893439343788,0.0
397,North-India,Tupperware,5209.3584,762.6579,3329.375,39794.883,30623.240696701443,5.878505250452072,0.230472901729909
398,North-India,Furniture,5416.236,722.1792,3152.6658,41066.316,48180.617451731676,8.89559075276929,0.0
399,North-India,Pet Care,6254.213,599.3711,2616.548,46396.04,50235.02729506478,8.032190169024556,0.0
400,North-India,Food,7647.4893,769.64215,3359.8647,56892.29,57599.31062894005,7.531793597499718,0.0
401,West-India,Clothing & Apparel,6188.572,621.01587,2711.038,46031.043,44235.99846022328,7.148014122122729,0.03899639010450746
402,West-India,Electronics & Gadgets,6228.7,607.42395,2651.703,46252.605,48927.88816707548,7.85523249359423,0.0
403,West-India,Footwear & Shoes,6726.3286,447.55533,1953.7981,49038.098,58875.290250712416,8.752960736182612,0.0
404,West-India,Home Decor,5795.665,508.975,2221.925,42791.582,36453.42901792054,6.289774990829561,0.14811681906737656
405,West-India,Games & Toys,5788.691,508.7421,2220.9082,42741.742,85202.2257916303,14.71873813942164,0.0
406,West-India,Sports Products,6187.4204,608.8175,2657.7864,45969.727,46350.81104234556,7.491136526986869,0.0
407,West-India,Tupperware,6221.517,590.81226,2579.1846,46129.805,25975.115260351544,4.17504523177383,0.4369125246396255
408,West-India,Furniture,5330.958,725.1509,3165.6384,40482.344,58644.79179903819,11.000797926581763,0.0
409,West-India,Pet Care,5833.9663,513.46826,2241.5403,43079.305,23318.404842744738,3.9970071147643513,0.4587098140998811
410,West-India,Food,5641.2617,610.36914,2664.56,42153.39,37177.44241912494,6.590270806893671,0.11804384254973696
411,West-India,Clothing & Apparel,7360.9233,333.60492,1456.3488,52982.812,88780.8663123504,12.061104594282453,0.0
412,West-India,Electronics & Gadgets,7131.17,1420.7391,6202.2217,56120.41,97138.64044901909,13.621697633517952,0.0
413,West-India,Footwear & Shoes,9533.863,4412.7646,19263.877,86000.92,35025.098157354696,3.6737571249041974,0.5927357824342543
414,West-India,Home Decor,6232.3,607.654,2652.7073,46278.805,40234.05982725623,6.455732408282891,0.13061583809394434
415,West-India,Games & Toys,6975.939,393.4695,1717.687,50549.26,47454.766196770506,6.802634947915347,0.06121742270336002
416,West-India,Sports Products,8289.588,251.03056,1095.8712,59122.99,52523.988361390344,6.336139872621612,0.11161478997759715
417,West-India,Tupperware,5848.842,517.9761,2261.2192,43203.11,39721.16302239323,6.791286959345695,0.0805948091000515
418,West-India,Furniture,5811.573,490.11856,2139.6074,42820.617,23770.66699237351,4.090229272138732,0.444877992106276
419,West-India,Pet Care,8218.144,2955.4895,12902.158,70429.164,52296.30838288678,6.363518480163052,0.25746231580317813
420,West-India,Food,5055.4146,749.5945,3272.347,38660.25,36896.37282949728,7.298387196317148,0.045625084434340636
421,West-India,Clothing & Apparel,7300.9624,1572.2966,6863.844,57970.582,106481.68941574663,14.584610020942439,0.0
422,West-India,Electronics & Gadgets,5057.229,730.95593,3190.9805,38591.582,58905.00004177667,11.64768294974934,0.0
423,West-India,Footwear & Shoes,8803.164,2809.2766,12263.867,73886.016,127287.834978453,14.459327813811603,0.0
424,West-India,Home Decor,5809.747,531.9214,2322.0972,42990.33,67830.44575287092,11.675283782917315,0.0
425,West-India,Games & Toys,8775.833,2820.1104,12311.162,73741.99,145215.65884060666,16.54722220800367,0.0
426,West-India,Sports Products,8117.9424,967.0233,4221.5303,61047.13,67137.8617876226,8.27030528447313,0.0
427,West-India,Tupperware,6920.191,551.4087,2407.169,50848.504,36136.1114254998,5.221837353023009,0.2893377651361309
428,West-India,Furniture,6124.513,571.4034,2494.4553,45366.05,56022.556256257805,9.147266823807344,0.0
429,West-India,Pet Care,5494.5977,1113.9646,4863.0005,43325.184,30122.465584040365,5.482196781010278,0.3047354197851393
430,West-India,Food,7736.3857,327.5583,1429.9523,55584.652,81259.96148015368,10.503607781219172,0.0
431,West-India,Clothing & Apparel,7667.0405,305.62906,1334.2205,55003.504,60828.24251205018,7.933731704575214,0.0
432,West-India,Electronics & Gadgets,9633.069,4656.032,20325.86,87757.34,92099.2995005461,9.560742925098328,0.0
433,West-India,Footwear & Shoes,5598.6606,1576.0889,6880.3994,46071.023,79831.00805089132,14.258947473244326,0.0
434,West-India,Home Decor,6983.6953,1241.782,5420.986,54306.85,39059.60421675924,5.592970836921694,0.2807610256726667
435,West-India,Games & Toys,9584.864,4675.4756,20410.74,87504.79,119314.34566811267,12.448204007778314,0.0
436,West-India,Sports Products,5506.1245,581.23755,2537.3865,41080.258,12751.847816804398,2.3159388767298106,0.689586957438124
437,West-India,Tupperware,5944.8965,932.2296,4069.6387,45683.914,21458.424543674075,3.609553942625133,0.5302848938399437
438,West-India,Furniture,5822.2925,516.73193,2255.7878,43011.836,30082.77869966221,5.1668271218900115,0.3005930101803804
439,West-India,Pet Care,8788.918,2814.9233,12288.519,73810.945,61247.076650243,6.968670872570885,0.17021687785008344
440,West-India,Food,5782.9185,616.07587,2689.4727,43169.902,42060.29823323795,7.273195799968144,0.025703187875584756
441,West-India,Clothing & Apparel,5890.359,555.4209,2424.684,43657.195,73406.07281583885,12.462071365693989,0.0
442,West-India,Electronics & Gadgets,5741.6963,518.1458,2261.96,42453.836,28175.510925158575,4.9071754245919985,0.3363259101806912
443,West-India,Footwear & Shoes,6445.1157,554.7419,2421.72,47537.527,64843.28788599382,10.060841523458281,0.0
444,West-India,Home Decor,10564.829,2067.8882,9027.344,82981.15,98894.94822346877,9.36077122239891,0.0
445,West-India,Games & Toys,8117.9424,967.0233,4221.5303,61047.13,106688.99399853486,13.14236896093514,0.0
446,West-India,Sports Products,5775.0117,525.90686,2295.8408,42720.92,42239.22630550877,7.314136899215062,0.011275402036048226
447,West-India,Tupperware,8788.918,2814.9233,12288.519,73810.945,77461.80093067908,8.81357650692649,0.0
448,West-India,Furniture,6331.359,485.7125,2120.3728,46439.883,32343.8097958441,5.1085099383153745,0.30353377663695846
449,West-India,Pet Care,10112.895,890.1228,3885.8218,74676.086,82221.66016021198,8.130378489179101,0.0
450,West-India,Food,6281.95,639.2969,2790.8438,46764.496,68529.0952628256,10.908888662307609,0.0
451,West-India,Clothing & Apparel,6080.7104,479.64822,2093.8992,44658.87,62859.677604217424,10.337554818498822,0.0
452,West-India,Electronics & Gadgets,5824.422,469.5237,2049.701,42820.652,67879.0014450103,11.654204125625824,0.0
453,West-India,Footwear & Shoes,6969.957,1621.8352,7080.1045,55869.805,36930.36999535796,5.2985075560408195,0.3389923196989346
454,West-India,Home Decor,4934.8574,1731.8993,7560.5884,42104.59,35081.8651877913,7.108992659500574,0.16679237779111517
455,West-India,Games & Toys,6684.7036,499.69763,2181.4248,48974.35,70318.31230534424,10.51928647451698,0.0
456,West-India,Sports Products,8117.83,966.9202,4221.08,61045.89,42397.58333530762,5.22277294883959,0.3054801412309213
457,West-India,Tupperware,5747.056,548.81714,2395.8555,42625.25,31672.942380978206,5.511159372970703,0.2569441262871606
458,West-India,Furniture,6348.468,365.2096,1594.3186,46033.594,33551.566839874606,5.284986556954272,0.2711503902544084
459,West-India,Pet Care,7927.0713,1168.9755,5103.15,60592.65,64767.28607721676,8.170392786372494,0.0
460,West-India,Food,3452.648,1035.3036,4519.607,28688.143,42660.093596595856,12.355761208219562,0.0
461,West-India,Clothing & Apparel,5840.521,466.91455,2038.3105,42921.96,80548.96431207193,13.791400521622059,0.0
462,West-India,Electronics & Gadgets,4347.3936,1187.4768,5183.9175,35615.67,37034.15649992654,8.518703456234165,0.0
463,West-India,Footwear & Shoes,6774.289,389.5843,1700.7262,49120.75,62740.89419090045,9.261620461136093,0.0
464,West-India,Home Decor,7942.9272,589.6198,2573.979,58174.473,98684.45345703537,12.424192038969936,0.0
465,West-India,Games & Toys,6846.5645,478.52533,2088.9973,50014.95,89431.90785178257,13.062304235077034,0.0
466,West-India,Sports Products,6342.7485,382.7257,1670.7852,46070.023,54621.832283445314,8.611697591460597,0.0
467,West-India,Tupperware,11194.659,2404.1416,10495.255,88857.875,83526.73508934,7.46130219318313,0.05999625706399123
468,West-India,Furniture,6869.2495,597.09216,2606.5994,50691.344,19925.04815191374,2.9006149970127244,0.6069339126186857
469,West-India,Pet Care,9533.751,4412.777,19263.93,86000.19,30469.427989364758,3.195953834358578,0.645705098150341
470,West-India,Food,8117.9663,967.06146,4221.697,61047.46,26870.54407744073,3.3100093121839316,0.5598417417400763
471,West-India,Clothing & Apparel,6235.3877,585.8545,2557.5417,46205.258,86735.71656841402,13.910236348834934,0.0
472,West-India,Electronics & Gadgets,6821.7114,435.99356,1903.3252,49655.305,76015.0389355405,11.143103862215185,0.0
473,West-India,Footwear & Shoes,8117.9663,967.06146,4221.697,61047.46,53329.70002256173,6.5693423691727375,0.12642230809303706
474,West-India,Home Decor,6431.604,749.2899,3271.0173,48292.242,50967.65147146249,7.924563054645025,0.0
475,West-India,Games & Toys,8117.83,966.9202,4221.08,61045.89,59138.98493959604,7.285073026960371,0.03123724899220371
476,West-India,Sports Products,6817.8193,438.99457,1916.4261,49641.16,40313.665636720725,5.9129853183734005,0.18789839903358724
477,West-India,Tupperware,5902.779,551.1455,2406.02,43725.473,47250.92771422051,8.004861650148355,0.0
478,West-India,Furniture,6319.3066,421.39865,1839.6113,46074.758,32233.668941943455,5.10082367814255,0.3004050271274889
479,West-India,Pet Care,8018.2334,1356.0198,5919.69,62047.324,33067.97777673499,4.124097682561708,0.4670523154205219
480,West-India,Food,7946.5073,593.33954,2590.2175,58215.77,55824.48110879764,7.0250336193185285,0.04107630014525058
481,West-India,Clothing & Apparel,6213.4014,558.79376,2439.4082,45933.22,71088.56748407503,11.441167773176275,0.0
482,West-India,Electronics & Gadgets,7469.2505,467.95346,2042.8458,54327.6,70654.73445856036,9.459414243693242,0.0
483,West-India,Footwear & Shoes,5907.0854,452.26746,1974.3688,43323.965,25682.97941027007,4.34782595089543,0.4071876961654597
484,West-India,Home Decor,7097.803,465.51328,2032.1932,51716.812,24070.594885547678,3.3912739097519817,0.5345692489159559
485,West-India,Games & Toys,6115.3896,503.81982,2199.4202,45007.15,61487.58712869801,10.05456572082995,0.0
486,West-India,Sports Products,5936.4595,433.89578,1894.1675,43449.383,44102.309261431445,7.42905926749265,0.0
487,West-India,Tupperware,6611.034,837.2742,3655.1116,49932.35,72822.55007212966,11.015303822793417,0.0
